Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,Machine_ID,Breakdown,Operating_Time_Minutes,Repair_Time_Minutes,Failure_Code,Planned_Time_Minutes,Run_Time_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units,Downtime_Minutes
M11290,MA1AB100000004290,WO14290,SUV Pro,PAINT-1, stn-05 ,2026-03-04 23:22,ENG-1393,SUP-081,EMP263,TL-059,,MC-101,No,472,0,,480,455,0.91,518,0,518,25
M11291,MA1AB100000004291,WO14291,Hatch Z,TRIM-1,STN-02,2026-03-04 23:23,ENG-1383,SUP-079,EMP266,TL-039,A,MC-104,No,430,0,,480,439,1.09,470,15,455,41
M11292,MA1AB100000004292,WO14292,Hatch Z,GA-2,STN-05,2026-03-04 23:25,ENG-1302,SUP-026,EMP172,TL-053,C,MC-105,No,431,0,,480,445,0.99,578,6,572,35
M11293,MA1AB100000004293,WO14293,SUV Pro,GA-2,STN-01,2026-03-04 23:26,ENG-1213,SUP-079,EMP142,TL-080,A,MC-104,No,420,0,,480,460,1.14,510,13,497,20
M11294,MA1AB100000004294,WO14294,Sedan X,TRIM-1,STN-01,2026-03-04 23:27,ENG-1469,SUP-178,EMP295,TL-083,,MC-105,No,441,0,,480,422,0.92,464,12,452,58
M11295,MA1AB100000004295,WO14295,Hatch Z,GA-1,STN-01,2026-03-04 23:28,ENG-1030,SUP-193,EMP369,TL-082,B,MC-104,No,461,0,,480,462,1.05,471,0,471,18
M11296,MA1AB100000004296,WO14296,Sedan X,PAINT-1,STN-02,2026-03-04 23:30,ENG-1409,SUP-190,EMP163,TL-052,B,MC-102,No,478,0,,480,458,1.14,463,14,449,22
M11297,MA1AB100000004297,WO14297,SUV Pro,GA-2,STN-02,2026-03-04 23:31,ENG-1351,SUP-022,EMP355,TL-046,,MC-105,No,457,0,,480,421,1.18,554,8,546,59
M11298,MA1AB100000004298,WO14298,Sedan X,TRIM-1,Stn-03,2026-03-04 23:32,ENG-1316,SUP-146,EMP295,TL-019,A,MC-104,No,446,0,,480,437,0.89,549,10,539,43
M11299,MA1AB100000004299,WO14299,Hatch Z,GA-2, stn-05 ,2026-03-04 23:33,ENG-1138,SUP-128,EMP393,TL-091,A,MC-103,No,460,0,,480,478,1.2,524,3,521,2
M11300,MA1AB100000004300,WO14300,Hatch Z,GA-1,STN-01,2026-03-04 23:35,ENG-1176,SUP-146,EMP217,TL-018,C,MC-105,Yes,434,32,F001,480,459,0.83,460,3,457,21
M11301,MA1AB100000004301,WO14301,SUV Pro,GA-2,Stn-03,2026-03-04 23:36,ENG-1067,SUP-142,EMP333,TL-007,B,MC-101,No,466,0,,480,450,1.19,523,4,519,30
M11302,MA1AB100000004302,WO14302,Sedan X,GA-2,STN-01,2026-03-04 23:37,ENG-1023,SUP-166,EMP337,TL-035,C,MC-102,No,421,0,,480,448,1.09,574,0,574,32
M11303,MA1AB100000004303,WO14303,Hatch Z,TRIM-1, stn-05 ,2026-03-04 23:38,ENG-1065,SUP-066,EMP197,TL-072,,MC-104,No,435,0,,480,434,0.92,559,8,551,46
M11304,MA1AB100000004304,WO14304,Sedan X,GA-2,STN-05,2026-03-04 23:40,ENG-1179,SUP-023,EMP251,TL-043,B,MC-104,No,460,0,,480,437,1.12,533,8,525,43
M11305,MA1AB100000004305,WO14305,Hatch Z,GA-1,STN-03,2026-03-04 23:41,ENG-1346,SUP-132,EMP111,TL-091,B,MC-101,No,425,0,,480,478,0.84,571,2,569,2
M11306,MA1AB100000004306,WO14306,Hatch Z,TRIM-1,STN-01,2026-03-04 23:42,ENG-1412,SUP-098,EMP122,TL-037,A,MC-104,No,421,0,,480,475,1.11,579,2,577,5
M11307,MA1AB100000004307,WO14307,Sedan X,GA-2,STN-03,2026-03-04 23:43,ENG-1006,SUP-108,EMP283,TL-039,,MC-104,No,476,0,,480,440,0.85,571,2,569,40
M11308,MA1AB100000004308,WO14308,SUV Pro,TRIM-1,Stn-03,2026-03-04 23:45,ENG-1204,SUP-178,EMP274,TL-006,A,MC-101,No,444,0,,480,469,0.94,576,5,571,11
M11309,MA1AB100000004309,WO14309,SUV Pro,GA-1, stn-05 ,2026-03-04 23:46,ENG-1257,SUP-187,EMP399,TL-065,C,MC-101,No,475,0,,480,480,0.86,589,1,588,0
M11310,MA1AB100000004310,WO14310,SUV Pro,TRIM-1, stn-05 ,2026-03-04 23:47,ENG-1132,SUP-053,EMP118,TL-013,,MC-103,No,478,0,,480,450,1.1,476,11,465,30
M11311,MA1AB100000004311,WO14311,SUV Pro,PAINT-1,STN-04,2026-03-04 23:48,ENG-1412,SUP-035,EMP212,TL-066,,MC-103,No,443,0,,480,448,1.19,575,6,569,32
M11312,MA1AB100000004312,WO14312,Hatch Z,TRIM-1, stn-05 ,2026-03-04 23:50,ENG-1450,SUP-098,EMP277,TL-055,B,MC-101,No,435,0,,480,454,0.84,510,0,510,26
M11313,MA1AB100000004313,WO14313,Sedan X,GA-2,STN-04,2026-03-04 23:51,ENG-1337,SUP-014,EMP313,TL-083,B,MC-105,No,479,0,,480,423,1.2,468,12,456,57
M11314,MA1AB100000004314,WO14314,Sedan X,GA-1,STN-01,2026-03-04 23:52,ENG-1050,SUP-187,EMP199,TL-072,,MC-105,No,432,0,,480,437,0.88,582,3,579,43
M11315,MA1AB100000004315,WO14315,Sedan X,PAINT-1,STN-04,2026-03-04 23:53,ENG-1425,SUP-151,EMP241,TL-086,,MC-105,No,438,0,,480,452,0.89,545,8,537,28
M11316,MA1AB100000004316,WO14316,Sedan X,GA-1,STN-02,2026-03-04 23:55,ENG-1260,SUP-005,EMP206,TL-043,A,MC-102,Yes,421,41,F004,480,431,1.05,515,10,505,49
M11317,MA1AB100000004317,WO14317,Hatch Z,PAINT-1,Stn-03,2026-03-04 23:56,ENG-1266,SUP-151,EMP265,TL-094,B,MC-103,No,463,0,,480,467,0.82,484,11,473,13
M11318,MA1AB100000004318,WO14318,Hatch Z,GA-2, stn-05 ,2026-03-04 23:57,ENG-1291,SUP-075,EMP257,TL-010,A,MC-105,No,435,0,,480,465,0.93,552,12,540,15
M11319,MA1AB100000004319,WO14319,SUV Pro,TRIM-1,Stn-03,2026-03-04 23:58,ENG-1288,SUP-188,EMP124,TL-047,B,MC-105,No,449,0,,480,448,1.15,515,5,510,32
M11320,MA1AB100000004320,WO14320,SUV Pro,TRIM-1,STN-02,2026-03-05 00:00,ENG-1287,SUP-062,EMP283,TL-012,,MC-105,No,427,0,,480,449,0.95,467,15,452,31
M11321,MA1AB100000004321,WO14321,SUV Pro,GA-2, stn-05 ,2026-03-05 00:01,ENG-1028,SUP-145,EMP269,TL-094,B,MC-101,No,473,0,,480,438,0.95,551,0,551,42
M11322,MA1AB100000004322,WO14322,Sedan X,TRIM-1,STN-04,2026-03-05 00:02,ENG-1004,SUP-143,EMP230,TL-066,,MC-104,No,478,0,,480,457,1.04,561,6,555,23
M11323,MA1AB100000004323,WO14323,Hatch Z,TRIM-1,Stn-03,2026-03-05 00:03,ENG-1409,SUP-085,EMP294,TL-089,B,MC-102,No,435,0,,480,457,1.08,514,11,503,23
M11324,MA1AB100000004324,WO14324,Hatch Z,GA-2,STN-03,2026-03-05 00:05,ENG-1396,SUP-170,EMP373,TL-085,B,MC-104,No,424,0,,480,431,1.1,521,4,517,49
M11325,MA1AB100000004325,WO14325,Sedan X,GA-2, stn-05 ,2026/03/05 00:06,ENG-1274,SUP-001,EMP156,TL-068,B,MC-103,Yes,422,67,F004,480,440,0.99,575,9,566,40
M11326,MA1AB100000004326,WO14326,Sedan X,GA-2,STN-03,2026-03-05 00:07,ENG-1107,SUP-011,EMP323,TL-066,C,MC-104,No,424,0,,480,452,1.07,520,15,505,28
M11327,MA1AB100000004327,WO14327,SUV Pro,PAINT-1, stn-05 ,2026-03-05 00:08,ENG-1482,SUP-109,EMP348,TL-053,,MC-102,No,436,0,,480,462,0.93,598,12,586,18
M11328,MA1AB100000004328,WO14328,Hatch Z,GA-1,STN-05,2026-03-05 00:10,ENG-1485,SUP-103,EMP242,TL-042,B,MC-105,No,454,0,,480,445,1.11,501,13,488,35
M11329,XX1 2 3 4,WO14329,SUV Pro,PAINT-1, stn-05 ,2026-03-05 00:11,ENG-1143,SUP-148,EMP266,TL-074,,MC-105,No,469,0,,480,468,0.81,542,14,528,12
M11330,MA1AB100000004330,WO14330,SUV Pro,GA-2,STN-01,2026-03-05 00:12,ENG-1118,SUP-092,EMP202,TL-011,,MC-101,No,454,0,,480,462,1.0,530,2,528,18
M11331,MA1AB100000004331,WO14331,SUV Pro,PAINT-1, stn-05 ,2026-03-05 00:13,ENG-1403,SUP-182,EMP268,TL-077,B,MC-101,No,448,0,,480,464,0.85,541,12,529,16
M11332,MA1AB100000004332,WO14332,Hatch Z,TRIM-1,STN-03,2026-03-05 00:15,ENG-1275,SUP-182,EMP334,TL-036,A,MC-102,No,466,0,,480,446,0.81,469,10,459,34
M11333,MA1AB100000004333,WO14333,Hatch Z,GA-1, stn-05 ,2026-03-05 00:16,ENG-1325,SUP-075,EMP369,TL-050,B,MC-105,Yes,471,65,F001,480,463,1.13,495,9,486,17
M11334,MA1AB100000004334,WO14334,SUV Pro,TRIM-1,STN-03,2026-03-05 00:17,ENG-1389,SUP-031,EMP160,TL-079,,MC-104,No,465,0,,480,455,0.9,574,12,562,25
M11335,MA1AB100000004335,WO14335,SUV Pro,PAINT-1,STN-03,2026-03-05 00:18,ENG-1114,SUP-069,EMP308,TL-046,C,MC-104,No,460,0,,480,458,1.1,531,3,528,22
M11336,MA1AB100000004336,WO14336,Sedan X,PAINT-1,Stn-03,2026-03-05 00:20,ENG-1328,SUP-112,EMP259,TL-015,,MC-102,No,447,0,,480,445,1.19,456,13,443,35
M11337,MA1AB100000004337,WO14337,SUV Pro,TRIM-1,STN-02,2026-03-05 00:21,ENG-1478,SUP-185,EMP104,TL-007,B,MC-101,No,426,0,,480,450,1.07,534,3,531,30
M11338,MA1AB100000004338,WO14338,SUV Pro,GA-2,STN-01,2026-03-05 00:22,ENG-1427,SUP-029,EMP302,TL-999,B,MC-104,No,436,0,,480,468,1.09,532,3,529,12
M11339,MA1AB100000004339,WO14339,Sedan X,GA-1,Stn-03,2026-03-05 00:23,ENG-1377,SUP-084,EMP394,TL-061,B,MC-103,No,457,0,,480,460,1.2,528,9,519,20
M11340,MA1AB100000004340,WO14340,Sedan X,PAINT-1,STN-02,2026-03-05 00:25,ENG-1064,SUP-135,EMP243,TL-098,B,MC-102,No,427,0,,480,434,1.06,547,4,543,46
M11341,MA1AB100000004341,WO14341,SUV Pro,GA-2,STN-04,2026-03-05 00:26,ENG-1195,SUP-106,EMP383,TL-007,C,MC-103,No,443,0,,480,439,1.19,473,15,458,41
M11342,MA1AB100000004342,WO14342,SUV Pro,GA-1,STN-01,2026-03-05 00:27,ENG-1411,SUP-163,EMP359,TL-005,C,MC-103,No,441,0,,480,421,0.95,500,15,485,59
M11343,MA1AB100000004343,WO14343,Sedan X,GA-2,STN-02,2026-03-05 00:28,ENG-1465,SUP-077,EMP383,TL-001,A,MC-101,No,435,0,,480,424,1.16,583,8,575,56
M11344,MA1AB100000004344,WO14344,SUV Pro,GA-2,STN-04,2026-03-05 00:30,ENG-1382,SUP-062,EMP291,TL-068,,MC-105,No,433,0,,480,429,1.01,531,1,530,51
M11345,MA1AB100000004345,WO14345,SUV Pro,TRIM-1,STN-01,2026-03-05 00:31,ENG-1475,SUP-089,EMP267,TL-034,C,MC-102,No,441,0,,480,451,1.19,569,14,555,29
M11346,MA1AB100000004346,WO14346,SUV Pro,GA-1,STN-03,2026-03-05 00:32,ENG-1125,SUP-150,EMP178,TL-051,A,MC-105,No,424,0,,480,472,0.88,574,9,565,8
M11347,MA1AB100000004347,WO14347,Hatch Z,TRIM-1,STN-04,2026-03-05 00:33,ENG-1438,SUP-069,EMP306,TL-082,B,MC-104,No,465,0,,480,477,0.89,597,3,594,3
M11348,MA1AB100000004348,WO14348,SUV Pro,GA-2,STN-01,2026-03-05 00:35,ENG-1322,SUP-086,EMP205,TL-051,C,MC-104,No,435,0,,480,427,0.93,549,11,538,53
M11349,MA1AB100000004349,WO14349,Hatch Z,GA-1,STN-01,2026-03-05 00:36,ENG-1306,SUP-177,EMP178,TL-091,C,MC-102,No,441,0,,480,472,1.11,582,2,580,8
M11350,MA1AB100000004350,WO14350,SUV Pro,TRIM-1, stn-05 ,2026-03-05 00:37, eng-1001 ,SUP-161,EMP178,TL-065,C,MC-101,No,448,0,,480,443,1.09,481,1,480,37
M11351,MA1AB100000004351,WO14351,Hatch Z,GA-1,STN-02,2026-03-05 00:38,ENG-1043,SUP-092,EMP264,TL-093,B,MC-104,No,448,0,,480,436,1.12,580,14,566,44
M11352,MA1AB100000004352,WO14352,Hatch Z,GA-2,Stn-03,2026-03-05 00:40,ENG-1010,SUP-173,EMP354,TL-059,C,MC-104,No,456,0,,480,474,0.9,455,7,448,6
M11353,MA1AB100000004353,WO14353,SUV Pro,GA-2,STN-01,2026-03-05 00:41,ENG-1468,SUP-041,EMP297,TL-024,,MC-105,No,422,0,,480,473,0.96,599,14,585,7
M11354,MA1AB100000004354,WO14354,SUV Pro,GA-2,STN-05,2026-03-05 00:42,ENG-1189,SUP-102,EMP344,TL-083,C,MC-104,No,429,0,,480,439,0.93,500,8,492,41
M11355,MA1AB100000004355,WO14355,SUV Pro,TRIM-1,STN-01,2026-03-05 00:43,ENG-1228,SUP-144,EMP111,TL-062,C,MC-101,No,421,0,,480,470,1.13,505,6,499,10
M11356,MA1AB100000004356,WO14356,Sedan X,GA-1,STN-05,2026-03-05 00:45,ENG-1258,SUP-017,EMP333,TL-062,C,MC-104,No,443,0,,480,454,0.88,582,13,569,26
M11357,MA1AB100000004357,WO14357,SUV Pro,GA-1,STN-02,2026-03-05 00:46,ENG-1293,SUP-174,EMP241,TL-039,A,MC-104,No,465,0,,480,476,1.07,500,3,497,4
M11358,MA1AB100000004358,WO14358,SUV Pro,GA-2,STN-03,2026-03-05 00:47,ENG-1105,SUP-173,EMP151,TL-055,C,MC-103,No,480,0,,480,439,0.98,532,14,518,41
M11359,MA1AB100000004359,WO14359,Hatch Z,GA-2,STN-05,2026-03-05 00:48,ENG-1388,SUP-173,EMP225,TL-067,C,MC-101,No,456,0,,480,428,0.86,466,8,458,52
M11360,MA1AB100000004360,WO14360,Hatch Z,TRIM-1,STN-03,2026-03-05 00:50,ENG-1225,SUP-114,EMP322,TL-045,,MC-104,No,450,0,,480,426,0.95,464,14,450,54
M11361,MA1AB100000004361,WO14361,SUV Pro,GA-1,STN-04,2026-03-05 00:51,ENG-1009,SUP-093,EMP266,TL-039,C,MC-101,No,463,0,,480,452,0.93,502,6,496,28
M11362,MA1AB100000004362,WO14362,Hatch Z,GA-2, stn-05 ,2026-03-05 00:52,ENG-1427,SUP-079,EMP213,TL-099,,MC-101,No,467,0,,480,428,0.9,526,8,518,52
M11363,MA1AB100000004363,WO14363,Hatch Z,TRIM-1, stn-05 ,2026-03-05 00:53,ENG-1252,SUP-027,EMP272,TL-053,B,MC-104,No,428,0,,480,449,0.99,493,9,484,31
M11364,MA1AB100000004364,WO14364,Sedan X,GA-1,Stn-03,2026-03-05 00:55,ENG-1298,SUP-069,EMP127,TL-063,,MC-104,No,438,0,,480,474,1.09,495,5,490,6
M11365,MA1AB100000004365,WO14365,Hatch Z,GA-2,STN-03,2026-03-05 00:56,ENG-1442,SUP-029,EMP277,TL-027,C,MC-101,No,436,0,,480,422,1.19,522,12,510,58
M11366,MA1AB100000004366,WO14366,Hatch Z,TRIM-1,STN-04,2026-03-05 00:57,ENG-1063,SUP-014,EMP124,TL-015,A,MC-105,No,421,0,,480,448,1.18,457,4,453,32
M11367,MA1AB100000004367,WO14367,SUV Pro,PAINT-1,STN-04,2026-03-05 00:58,ENG-1232,SUP-059,EMP247,TL-079,C,MC-105,No,457,0,,480,450,0.94,488,15,473,30
M11368,MA1AB100000004368,WO14368,Sedan X,GA-1,Stn-03,2026-03-05 01:00,ENG-1457,SUP-169,EMP234,TL-089,,MC-101,No,457,0,,480,466,1.13,514,6,508,14
M11369,MA1AB100000004369,WO14369,Sedan X,GA-2,STN-03,2026-03-05 01:01,ENG-1482,SUP-094,EMP339,TL-065,C,MC-101,Yes,443,80,F004,480,456,1.16,463,2,461,24
M11370,MA1AB100000004370,WO14370,SUV Pro,PAINT-1,STN-01,2026-03-05 01:02,ENG-1114,SUP-088,EMP238,TL-083,,MC-105,No,477,0,,480,478,0.93,513,1,512,2
M11371,MA1AB100000004371,WO14371,SUV Pro,GA-1,STN-04,2026-03-05 01:03,ENG-1273,SUP-085,EMP291,TL-060,B,MC-105,No,442,0,,480,440,0.98,450,14,436,40
M11372,MA1AB100000004372,WO14372,Hatch Z,PAINT-1,STN-02,2026-03-05 01:05,ENG-1121,SUP-038,EMP374,TL-047,C,MC-103,No,457,0,,480,454,1.07,587,13,574,26
M11373,MA1AB100000004373,WO14373,SUV Pro,GA-1,Stn-03,2026-03-05 01:06,ENG-1396,SUP-173,EMP398,TL-999,C,MC-105,No,440,0,,480,443,1.08,523,0,523,37
M11374,MA1AB100000004374,WO14374,SUV Pro,PAINT-1,Stn-03,2026-03-05 01:07,ENG-1249,SUP-093,EMP356,TL-013,,MC-105,No,444,0,,480,428,1.07,473,14,459,52
M11375,MA1AB100000004375,WO14375,SUV Pro,GA-1,STN-02,2026-03-05 01:08,ENG-1403,SUP-136,EMP234,TL-081,A,MC-102,No,451,0,,480,465,1.0,467,6,461,15
M11376,MA1AB100000004376,WO14376,Sedan X,TRIM-1,STN-02,2026-03-05 01:10,ENG-1122,SUP-055,EMP254,TL-057,A,MC-104,No,475,0,,480,420,1.07,528,9,519,60
M11377,MA1AB100000004377,WO14377,SUV Pro,GA-1,STN-04,2026-03-05 01:11,ENG-1052,SUP-065,EMP305,TL-076,,MC-103,No,431,0,,480,454,0.82,506,5,501,26
M11378,MA1AB100000004378,WO14378,Hatch Z,GA-1,STN-03,2026-03-05 01:12,ENG-1373,SUP-127,EMP350,TL-093,B,MC-103,No,444,0,,480,432,0.99,567,11,556,48
M11379,MA1AB100000004379,WO14379,SUV Pro,GA-1,STN-05,2026-03-05 01:13,ENG-1178,SUP-183,EMP263,TL-074,C,MC-101,Yes,480,23,F003,480,469,0.84,484,12,472,11
M11380,MA1AB100000004380,WO14380,Sedan X,GA-2,STN-04,2026-03-05 01:15,ENG-1480,SUP-073,EMP290,TL-092,,MC-102,No,433,0,,480,437,1.17,562,14,548,43
M11381,MA1AB100000004381,WO14381,Sedan X,GA-1,STN-04,2026-03-05 01:16,ENG-1013,SUP-049,EMP298,TL-013,A,MC-104,No,437,0,,480,459,1.18,549,15,534,21
M11382,MA1AB100000004382,WO14382,Sedan X,TRIM-1,STN-03,2026-03-05 01:17,ENG-1315,SUP-174,EMP115,TL-085,A,MC-103,No,466,0,,480,471,0.87,476,11,465,9
M11383,MA1AB100000004383,WO14383,Sedan X,TRIM-1, stn-05 ,2026-03-05 01:18,ENG-1018,SUP-099,EMP335,TL-074,C,MC-105,No,461,0,,480,424,0.88,481,1,480,56
M11384,MA1AB100000004384,WO14384,Hatch Z,GA-1,STN-04,2026-03-05 01:20,ENG-1278,SUP-111,EMP191,TL-068,C,MC-105,No,451,0,,480,470,0.87,466,8,458,10
M11385,MA1AB100000004385,WO14385,SUV Pro,GA-1,STN-04,2026-03-05 01:21,ENG-1462,SUP-181,EMP179,TL-015,C,MC-105,No,478,0,,480,449,0.92,456,7,449,31
M11386,MA1AB100000004386,WO14386,Hatch Z,GA-2, stn-05 ,2026-03-05 01:22,ENG-1281,SUP-198,EMP399,TL-055,,MC-104,No,420,0,,480,438,0.96,454,1,453,42
M11387,MA1AB100000004387,WO14387,SUV Pro,GA-2,STN-03,2026-03-05 01:23,ENG-1101,SUP-110,EMP349,TL-031,C,MC-103,No,474,0,,480,420,1.18,584,10,574,60
M11388,MA1AB100000004388,WO14388,Hatch Z,PAINT-1, stn-05 ,2026-03-05 01:25,ENG-1269,SUP-153,EMP308,TL-006,,MC-104,No,470,0,,480,461,0.88,526,6,520,19
M11389,MA1AB100000004389,WO14389,Sedan X,TRIM-1,STN-02,2026-03-05 01:26,ENG-1068,SUP-137,EMP375,TL-028,C,MC-101,No,434,0,,480,437,1.04,469,14,455,43
M11390,MA1AB100000004390,WO14390,Sedan X,GA-2,STN-02,2026-03-05 01:27,ENG-1410,SUP-089,EMP154,TL-097,B,MC-101,No,443,0,,480,466,0.81,515,7,508,14
M11391,MA1AB100000004391,WO14391,Hatch Z,GA-1,STN-01,2026-03-05 01:28,ENG-1139,SUP-049,EMP124,TL-078,,MC-102,No,445,0,,480,452,1.05,567,13,554,28
M11392,MA1AB100000004392,WO14392,SUV Pro,GA-2,STN-04,2026-03-05 01:30,ENG-1325,SUP-080,EMP216,TL-056,,MC-101,No,480,0,,480,464,1.1,478,3,475,16
M11393,MA1AB100000004393,WO14393,Hatch Z,GA-2,STN-03,2026-03-05 01:31,ENG-1245,SUP-183,EMP390,TL-053,,MC-103,No,424,0,,480,421,0.91,537,13,524,59
M11394,MA1AB100000004394,WO14394,Sedan X,PAINT-1,STN-05,2026-03-05 01:32,ENG-1493,SUP-006,EMP200,TL-091,A,MC-103,No,454,0,,480,456,1.02,596,13,583,24
M11395,MA1AB100000004395,WO14395,Hatch Z,GA-1,STN-04,2026-03-05 01:33,ENG-1344,SUP-185,EMP216,TL-047,,MC-103,No,454,0,,480,445,0.83,518,2,516,35
M11396,MA1AB100000004396,WO14396,SUV Pro,GA-2,STN-04,2026-03-05 01:35,ENG-1422,SUP-007,EMP362,TL-023,C,MC-105,No,471,0,,480,427,1.16,573,2,571,53
M11397,MA1AB100000004397,WO14397,Sedan X,TRIM-1,STN-02,2026-03-05 01:36,ENG-1459,SUP-187,EMP341,TL-076,C,MC-105,Yes,456,81,F002,480,426,0.96,583,2,581,54
M11398,MA1AB100000004398,WO14398,Hatch Z,GA-1,STN-02,2026-03-05 01:37,ENG-1453,SUP-130,EMP367,TL-050,,MC-103,No,471,0,,480,463,1.03,531,1,530,17
M11399,MA1AB100000004399,WO14399,Hatch Z,GA-1,STN-01,2026-03-05 01:38,ENG-1414,SUP-033,EMP165,TL-026,B,MC-101,No,464,0,,480,440,1.19,481,15,466,40
M11400,MA1AB100000004400,WO14400,Sedan X,PAINT-1, stn-05 ,2026-03-05 01:40,ENG-1336,SUP-043,EMP265,TL-021,,MC-101,No,474,0,,480,458,0.82,590,11,579,22
M11401,MA1AB100000004401,WO14401,Sedan X,GA-1,STN-05,2026-03-05 01:41,ENG-1250,SUP-165,EMP379,TL-073,B,MC-102,No,464,0,,480,459,0.88,468,5,463,21
M11402,MA1AB100000004402,WO14402,SUV Pro,PAINT-1,STN-04,2026-03-05 01:42,ENG-1388,SUP-195,EMP263,TL-058,C,MC-104,No,431,0,,480,460,0.99,460,11,449,20
M11403,MA1AB100000004403,WO14403,Hatch Z,PAINT-1,STN-04,2026-03-05 01:43,ENG-1468,SUP-096,EMP209,TL-024,C,MC-102,Yes,458,49,F003,480,464,1.19,508,9,499,16
M11404,MA1AB100000004404,WO14404,Hatch Z,PAINT-1,STN-03,2026-03-05 01:45,ENG-1146,SUP-020,EMP156,TL-067,A,MC-104,No,432,0,,480,464,0.89,574,7,567,16
M11405,MA1AB100000004405,WO14405,Hatch Z,PAINT-1,STN-01,2026-03-05 01:46,ENG-1109,SUP-098,EMP330,TL-025,A,MC-101,No,478,0,,480,456,0.93,571,8,563,24
M11406,MA1AB100000004406,WO14406,Hatch Z,PAINT-1,STN-02,2026-03-05 01:47,ENG-1029,SUP-053,EMP382,TL-083,A,MC-103,Yes,477,31,F003,480,479,0.99,504,7,497,1
M11407,MA1AB100000004407,WO14407,Hatch Z,GA-2,STN-04,2026-03-05 01:48,ENG-1428,SUP-185,EMP319,TL-066,C,MC-105,Yes,434,46,F004,480,476,1.0,548,3,545,4
M11408,MA1AB100000004408,WO14408,Sedan X,PAINT-1,Stn-03,2026-03-05 01:50,ENG-1254,SUP-021,EMP233,TL-049,B,MC-102,No,454,0,,480,448,1.08,596,5,591,32
M11409,MA1AB100000004409,WO14409,Sedan X,GA-1,STN-01,2026-03-05 01:51,ENG-1133,SUP-170,EMP367,TL-032,B,MC-102,No,423,0,,480,425,0.91,570,12,558,55
M11410,MA1AB100000004410,WO14410,Sedan X,PAINT-1,STN-03,2026-03-05 01:52,ENG-1499,SUP-016,EMP149,TL-015,B,MC-101,No,460,0,,480,459,0.86,544,9,535,21
M11411,MA1AB100000004411,WO14411,SUV Pro,GA-2,STN-05,2026-03-05 01:53,ENG-1106,SUP-100,EMP105,TL-026,A,MC-104,Yes,450,29,F004,480,451,0.96,457,3,454,29
M11412,MA1AB100000004412,WO14412,Hatch Z,TRIM-1,Stn-03,2026-03-05 01:55,ENG-1202,SUP-075,EMP339,TL-062,A,MC-102,No,432,0,,480,453,1.15,578,14,564,27
M11413,MA1AB100000004413,WO14413,Hatch Z,GA-1,STN-04,2026-03-05 01:56,ENG-1338,SUP-171,EMP347,TL-056,A,MC-104,No,457,0,,480,441,1.15,544,9,535,39
M11414,MA1AB100000004414,WO14414,Hatch Z,GA-2,Stn-03,2026-03-05 01:57,ENG-1238,SUP-097,EMP173,TL-095,C,MC-102,No,451,0,,480,457,1.12,514,2,512,23
M11415,MA1AB100000004415,WO14415,Sedan X,TRIM-1,STN-04,2026-03-05 01:58,ENG-1334,SUP-124,EMP133,TL-082,,MC-103,No,420,0,,480,475,0.89,586,13,573,5
M11416,MA1AB100000004416,WO14416,Sedan X,GA-1,STN-04,2026-03-05 02:00,ENG-1075,SUP-011,EMP244,TL-070,,MC-101,No,475,0,,480,463,0.96,498,4,494,17
M11417,MA1AB100000004417,WO14417,Hatch Z,GA-1, stn-05 ,2026-03-05 02:01,ENG-1153,SUP-027,EMP356,TL-050,B,MC-104,No,466,0,,480,422,0.98,519,9,510,58
M11418,MA1AB100000004418,WO14418,Sedan X,GA-2,Stn-03,2026-03-05 02:02,ENG-1343,SUP-042,EMP298,TL-039,C,MC-101,No,469,0,,480,432,1.09,496,5,491,48
M11419,MA1AB100000004419,WO14419,SUV Pro,PAINT-1,STN-05,2026-03-05 02:03,ENG-1219,SUP-120,EMP252,TL-014,A,MC-105,No,457,0,,480,430,0.95,587,7,580,50
M11420,MA1AB100000004420,WO14420,SUV Pro,GA-1,STN-03,2026-03-05 02:05,ENG-1367,SUP-176,EMP218,TL-078,A,MC-101,No,459,0,,480,423,0.8,578,12,566,57
M11421,MA1AB100000004421,WO14421,SUV Pro,PAINT-1,Stn-03,2026-03-05 02:06,ENG-1408,SUP-146,EMP116,TL-073,,MC-104,No,420,0,,480,459,0.88,501,3,498,21
M11422,MA1AB100000004422,WO14422,Hatch Z,GA-1,STN-02,2026-03-05 02:07,ENG-1152,SUP-034,EMP272,TL-085,A,MC-104,No,446,0,,480,427,0.94,525,2,523,53
M11423,MA1AB100000004423,WO14423,Hatch Z,TRIM-1, stn-05 ,2026-03-05 02:08,ENG-1027,SUP-032,EMP382,TL-009,C,MC-105,No,451,0,,480,471,0.84,452,4,448,9
M11424,MA1AB100000004424,WO14424,Hatch Z,GA-1,STN-02,2026-03-05 02:10,ENG-1203,SUP-140,EMP172,TL-075,,MC-105,No,441,0,,480,422,0.82,521,13,508,58
M11425,MA1AB100000004425,WO14425,SUV Pro,GA-1,STN-04,2026-03-05 02:11,ENG-1141,SUP-045,EMP160,TL-043,B,MC-102,No,452,0,,480,427,0.99,509,10,499,53
