VIN,Work_Order,Station,Line,Timestamp,Part_Number,Supplier_Code,Torque,Temperature,Pressure,Defect,Inspection_Source,Tool_ID,Operator_ID,Shift,Scrap_Reason,BOM_Status,VIN_Status,Masked_VIN,Supplier_Status,Supplier_Name,Country,Sensor_Number,Calibration_Factor,Calibration_Status,Cycle_Time_Minutes,Cycle_Time_Status,VIN_Count,WO_VIN_Status,Station_Visit_Count,Rework_Status,Shift_Status,Scrap_Reason_Status
MA1AB100000004518,WO104518,ST01,L03,2026-07-05 04:07:30,ENG-1001,NAN,50.0,40.0,4.07,Repair,Automated,TL999,EMP319,Nan,Dimension,Valid,Valid,MA1AB*********518,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004519,WO104519,ST05,L02,2026-07-05 04:08:45,ENG-1409,SUP9999,35.0,35.0,5.76,,Automated,TL052,EMP136,Nan,Not Available,Valid,Valid,MA1AB*********519,Invalid,,,052,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004520,WO104520,ST03,L01,2026-07-05 04:10:00,ENG-1233,SUP9999,50.0,40.0,4.41,,Human,TL049,EMP338,Nan,Weld Crack,Valid,Valid,MA1AB*********520,Invalid,,,049,0.988,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004521,WO104521,ST03,L03,2026-07-05 04:11:15,ENG-1253,SUP1170,,42.0,5.27,Repair,Human,TL999,EMP278,Nan,Dimension,Valid,Valid,MA1AB*********521,Valid,Supplier_171,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004522,WO104522,ST06,L03,2026-07-05 04:12:30,ENG-1001,SUP1160,,42.0,3.28,,Human,TL051,EMP342,B,Weld Crack,Valid,Valid,MA1AB*********522,Valid,Supplier_161,Thailand,051,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004523,WO104523,ST05,L03,2026-07-05 04:13:45,ENG-1001,NAN,,35.0,3.97,Reject,Human,TL999,EMP169,B,Dimension,Valid,Valid,MA1AB*********523,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004524,WO104524,ST02,L02,2026-07-05 04:15:00,ENG-1409,NAN,50.0,40.0,4.69,OK,Human,TL027,EMP225,A,Weld Crack,Valid,Valid,MA1AB*********524,Invalid,,,027,1.005,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004525,WO104525,ST04,L03,2026-07-05 04:16:15,ENG-1001,SUP9999,,35.0,4.19,,Human,TL999,EMP122,B,Material,Valid,Valid,MA1AB*********525,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004526,WO104526,ST02,L01,2026-07-05 04:17:30,ENG-1001,SUP1176,50.0,42.0,4.41,Reject,Human,TL009,EMP315,B,Not Available,Valid,Valid,MA1AB*********526,Valid,Supplier_177,Korea,009,1.012,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004527,WO104527,ST03,L02,2026-07-05 04:18:45,ENG-1001,NAN,45.0,42.0,3.36,Reject,Automated,TL999,EMP119,Nan,Dimension,Valid,Valid,MA1AB*********527,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004528,WO104528,ST02,L01,2026-07-05 04:20:00,ENG-1409,SUP1101,50.0,42.0,4.73,,Automated,TL012,EMP174,A,Material,Valid,Valid,MA1AB*********528,Valid,Supplier_102,China,012,0.988,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004529,WO104529,ST01,L02,2026-07-05 04:21:15,ENG-1001,NAN,,42.0,4.74,Reject,Human,TL999,EMP295,B,Material,Valid,Valid,MA1AB*********529,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004530,WO104530,ST03,L01,2026-07-05 04:22:30,ENG-1423,NAN,35.0,40.0,4.85,,Automated,TL999,EMP293,C,Paint Defect,Valid,Valid,MA1AB*********530,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004531,WO104531,ST06,L03,2026-07-05 04:23:45,ENG-1463,NAN,,35.0,5.09,OK,Automated,TL999,EMP119,C,Paint Defect,Valid,Valid,MA1AB*********531,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004532,WO104532,ST03,L03,2026-07-05 04:25:00,ENG-1265,SUP9999,,40.0,3.86,,Human,TL046,EMP135,A,Dimension,Valid,Valid,MA1AB*********532,Invalid,,,046,0.976,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004533,WO104533,ST04,L02,2026-07-05 04:26:15,ENG-1001,SUP1058,,35.0,3.77,,Automated,TL051,EMP200,C,Dimension,Valid,Valid,MA1AB*********533,Valid,Supplier_59,Thailand,051,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004534,WO104534,ST01,L03,2026-07-05 04:27:30,ENG-1373,SUP9999,45.0,35.0,3.98,OK,Automated,TL020,EMP151,C,Dimension,Valid,Valid,MA1AB*********534,Invalid,,,020,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004535,WO104535,ST03,L01,2026-07-05 04:28:45,ENG-1436,SUP1067,35.0,42.0,5.98,OK,Human,TL999,EMP224,C,Material,Valid,Valid,MA1AB*********535,Valid,Supplier_68,Germany,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004536,WO104536,ST03,L01,2026-07-05 04:30:00,ENG-1001,SUP9999,35.0,40.0,5.42,OK,Automated,TL005,EMP164,C,Dimension,Valid,Valid,MA1AB*********536,Invalid,,,005,0.984,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004537,WO104537,ST05,L03,2026-07-05 04:31:15,ENG-1167,NAN,45.0,40.0,4.36,Reject,Human,TL062,EMP103,Nan,Not Available,Valid,Valid,MA1AB*********537,Invalid,,,062,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004538,WO104538,ST02,L02,2026-07-05 04:32:30,ENG-1001,NAN,50.0,35.0,4.01,OK,Automated,TL999,EMP279,A,Paint Defect,Valid,Valid,MA1AB*********538,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004539,WO104539,ST02,L01,2026-07-05 04:33:45,ENG-1001,SUP9999,45.0,35.0,5.38,OK,Human,TL032,EMP154,A,Weld Crack,Valid,Valid,MA1AB*********539,Invalid,,,032,1.024,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004540,WO104540,ST04,L01,2026-07-05 04:35:00,ENG-1001,SUP1127,,42.0,4.48,OK,Human,TL053,EMP150,C,Not Available,Valid,Valid,MA1AB*********540,Valid,Supplier_128,Germany,053,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004541,WO104541,ST04,L03,2026-07-05 04:36:15,ENG-1001,SUP1032,,35.0,4.67,Reject,Automated,TL094,EMP170,B,Paint Defect,Valid,Valid,MA1AB*********541,Valid,Supplier_33,USA,094,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004542,WO104542,ST06,L01,2026-07-05 04:37:30,ENG-1321,SUP9999,35.0,35.0,3.41,OK,Automated,TL999,EMP226,C,Material,Valid,Valid,MA1AB*********542,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004543,WO104543,ST03,L01,2026-07-05 04:38:45,ENG-1001,SUP9999,,40.0,5.9,Repair,Human,TL079,EMP113,A,Dimension,Valid,Valid,MA1AB*********543,Invalid,,,079,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004544,WO104544,ST04,L02,2026-07-05 04:40:00,ENG-1007,SUP9999,,42.0,5.66,Reject,Human,TL999,EMP104,B,Paint Defect,Valid,Valid,MA1AB*********544,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004545,WO104545,ST03,L01,2026-07-05 04:41:15,ENG-1001,SUP9999,50.0,42.0,3.67,,Automated,TL999,EMP260,C,Weld Crack,Valid,Valid,MA1AB*********545,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004546,WO104546,ST02,L01,2026-07-05 04:42:30,ENG-1001,NAN,45.0,42.0,5.45,OK,Automated,TL999,EMP290,B,Not Available,Valid,Valid,MA1AB*********546,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004547,WO104547,ST02,L03,2026-07-05 04:43:45,ENG-1001,NAN,45.0,40.0,4.27,OK,Human,TL074,EMP268,C,Dimension,Valid,Valid,MA1AB*********547,Invalid,,,074,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004548,WO104548,ST03,L02,2026-07-05 04:45:00,ENG-1401,NAN,50.0,35.0,4.59,Reject,Human,TL999,EMP292,C,Paint Defect,Valid,Valid,MA1AB*********548,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004549,WO104549,ST05,L03,2026-07-05 04:46:15,ENG-1100,NAN,45.0,42.0,3.83,Repair,Human,TL999,EMP302,A,Dimension,Valid,Valid,MA1AB*********549,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004550,WO104550,ST03,L03,2026-07-05 04:47:30,ENG-1001,SUP9999,45.0,42.0,5.03,OK,Automated,TL999,EMP301,B,Material,Valid,Valid,MA1AB*********550,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004551,WO104551,ST03,L02,2026-07-05 04:48:45,ENG-1263,NAN,45.0,42.0,4.78,Reject,Automated,TL999,EMP246,B,Not Available,Valid,Valid,MA1AB*********551,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004552,WO104552,ST04,L01,2026-07-05 04:50:00,ENG-1396,NAN,,40.0,5.42,Repair,Automated,TL049,EMP240,C,Not Available,Valid,Valid,MA1AB*********552,Invalid,,,049,0.988,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004553,WO104553,ST02,L02,2026-07-05 04:51:15,ENG-1001,SUP9999,45.0,40.0,5.81,OK,Automated,TL999,EMP347,A,Not Available,Valid,Valid,MA1AB*********553,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004554,WO104554,ST06,L02,2026-07-05 04:52:30,ENG-1210,SUP9999,35.0,42.0,4.43,OK,Human,TL999,EMP332,Nan,Material,Valid,Valid,MA1AB*********554,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004555,WO104555,ST02,L02,2026-07-05 04:53:45,ENG-1433,SUP9999,,40.0,4.33,,Automated,TL100,EMP156,B,Not Available,Valid,Valid,MA1AB*********555,Invalid,,,100,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004556,WO104556,ST02,L03,2026-07-05 04:55:00,ENG-1346,SUP9999,,35.0,4.24,Reject,Automated,TL999,EMP330,C,Not Available,Valid,Valid,MA1AB*********556,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004557,WO104557,ST06,L01,2026-07-05 04:56:15,ENG-1001,SUP1131,35.0,40.0,5.35,,Human,TL066,EMP334,B,Dimension,Valid,Valid,MA1AB*********557,Valid,Supplier_132,Japan,066,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004558,WO104558,ST02,L01,2026-07-05 04:57:30,ENG-1001,SUP1002,35.0,35.0,5.2,Reject,Human,TL999,EMP281,B,Weld Crack,Valid,Valid,MA1AB*********558,Valid,Supplier_3,India,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004559,WO104559,ST03,L01,2026-07-05 04:58:45,ENG-1001,NAN,,42.0,5.98,OK,Human,TL999,EMP134,C,Material,Valid,Valid,MA1AB*********559,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004560,WO104560,ST02,L03,2026-07-05 05:00:00,ENG-1001,NAN,50.0,35.0,3.55,OK,Automated,TL999,EMP313,A,Dimension,Valid,Valid,MA1AB*********560,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004561,WO104561,ST04,L01,2026-07-05 05:01:15,ENG-1001,SUP1157,45.0,40.0,3.61,OK,Automated,TL999,EMP325,A,Not Available,Valid,Valid,MA1AB*********561,Valid,Supplier_158,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004562,WO104562,ST02,L03,2026-07-05 05:02:30,ENG-1084,NAN,50.0,42.0,3.31,,Automated,TL083,EMP271,B,Paint Defect,Valid,Valid,MA1AB*********562,Invalid,,,083,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004563,WO104563,ST03,L02,2026-07-05 05:03:45,ENG-1324,NAN,50.0,35.0,5.67,Reject,Automated,TL999,EMP140,A,Paint Defect,Valid,Valid,MA1AB*********563,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004564,WO104564,ST06,L03,2026-07-05 05:05:00,ENG-1128,SUP9999,,40.0,5.14,Repair,Automated,TL041,EMP292,Nan,Dimension,Valid,Valid,MA1AB*********564,Invalid,,,041,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004565,WO104565,ST02,L02,2026-07-05 05:06:15,ENG-1001,SUP1165,35.0,42.0,5.57,,Human,TL063,EMP148,B,Dimension,Valid,Valid,MA1AB*********565,Valid,Supplier_166,China,063,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004566,WO104566,ST05,L01,2026-07-05 05:07:30,ENG-1266,NAN,50.0,42.0,4.03,Reject,Human,TL099,EMP106,C,Weld Crack,Valid,Valid,MA1AB*********566,Invalid,,,099,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004567,WO104567,ST03,L01,2026-07-05 05:08:45,ENG-1182,SUP1146,45.0,42.0,4.58,OK,Automated,TL999,EMP282,B,Material,Valid,Valid,MA1AB*********567,Valid,Supplier_147,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004568,WO104568,ST02,L01,2026-07-05 05:10:00,ENG-1412,SUP9999,35.0,40.0,3.28,OK,Human,TL049,EMP173,Nan,Paint Defect,Valid,Valid,MA1AB*********568,Invalid,,,049,0.988,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004569,WO104569,ST03,L01,2026-07-05 05:11:15,ENG-1321,SUP9999,,35.0,3.93,,Automated,TL054,EMP314,B,Not Available,Valid,Valid,MA1AB*********569,Invalid,,,054,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004570,WO104570,ST02,L02,2026-07-05 05:12:30,ENG-1001,SUP9999,,40.0,5.47,OK,Human,TL057,EMP212,A,Not Available,Valid,Valid,MA1AB*********570,Invalid,,,057,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004571,WO104571,ST01,L03,2026-07-05 05:13:45,ENG-1001,SUP9999,,42.0,3.88,Reject,Human,TL999,EMP242,C,Weld Crack,Valid,Valid,MA1AB*********571,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004572,WO104572,ST03,L01,2026-07-05 05:15:00,ENG-1499,NAN,45.0,42.0,5.68,OK,Automated,TL080,EMP276,A,Dimension,Valid,Valid,MA1AB*********572,Invalid,,,080,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004573,WO104573,ST02,L03,2026-07-05 05:16:15,ENG-1001,NAN,45.0,42.0,4.79,OK,Automated,TL018,EMP254,B,Dimension,Valid,Valid,MA1AB*********573,Invalid,,,018,0.985,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004574,WO104574,ST05,L01,2026-07-05 05:17:30,ENG-1001,NAN,50.0,40.0,3.43,Repair,Human,TL098,EMP102,A,Not Available,Valid,Valid,MA1AB*********574,Invalid,,,098,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004575,WO104575,ST05,L02,2026-07-05 05:18:45,ENG-1361,SUP9999,45.0,40.0,5.1,Repair,Automated,TL076,EMP307,A,Weld Crack,Valid,Valid,MA1AB*********575,Invalid,,,076,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004576,WO104576,ST03,L01,2026-07-05 05:20:00,ENG-1001,SUP9999,,35.0,4.91,OK,Human,TL999,EMP144,B,Dimension,Valid,Valid,MA1AB*********576,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004577,WO104577,ST04,L02,2026-07-05 05:21:15,ENG-1001,SUP1035,45.0,42.0,4.57,OK,Human,TL051,EMP291,C,Dimension,Valid,Valid,MA1AB*********577,Valid,Supplier_36,Thailand,051,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004578,WO104578,ST03,L03,2026-07-05 05:22:30,ENG-1001,NAN,35.0,35.0,4.32,OK,Human,TL999,EMP136,A,Paint Defect,Valid,Valid,MA1AB*********578,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004579,WO104579,ST03,L02,2026-07-05 05:23:45,ENG-1117,NAN,,35.0,6.08,OK,Human,TL071,EMP151,A,Material,Valid,Valid,MA1AB*********579,Invalid,,,071,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004580,WO104580,ST02,L03,2026-07-05 05:25:00,ENG-1001,SUP9999,45.0,35.0,5.35,Reject,Human,TL999,EMP163,Nan,Paint Defect,Valid,Valid,MA1AB*********580,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004581,WO104581,ST03,L03,2026-07-05 05:26:15,ENG-1470,SUP9999,45.0,40.0,4.75,OK,Human,TL028,EMP301,Nan,Weld Crack,Valid,Valid,MA1AB*********581,Invalid,,,028,0.984,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004582,WO104582,ST04,L01,2026-07-05 05:27:30,ENG-1283,SUP1164,35.0,40.0,4.13,OK,Human,TL999,EMP112,C,Paint Defect,Valid,Valid,MA1AB*********582,Valid,Supplier_165,Japan,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004583,WO104583,ST05,L02,2026-07-05 05:28:45,ENG-1001,SUP9999,,42.0,4.22,,Automated,TL015,EMP207,A,Dimension,Valid,Valid,MA1AB*********583,Invalid,,,015,0.973,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004584,WO104584,ST01,L01,2026-07-05 05:30:00,ENG-1001,NAN,45.0,42.0,5.16,OK,Automated,TL999,EMP309,Nan,Material,Valid,Valid,MA1AB*********584,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004585,WO104585,ST02,L02,2026-07-05 05:31:15,ENG-1001,SUP1189,,35.0,3.2,Reject,Automated,TL999,EMP255,C,Weld Crack,Valid,Valid,MA1AB*********585,Valid,Supplier_190,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004586,WO104586,ST03,L02,2026-07-05 05:32:30,ENG-1001,SUP9999,35.0,35.0,5.82,OK,Automated,TL999,EMP137,C,Paint Defect,Valid,Valid,MA1AB*********586,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004587,WO104587,ST05,L03,2026-07-05 05:33:45,ENG-1001,SUP1185,35.0,35.0,4.3,Reject,Automated,TL999,EMP266,B,Dimension,Valid,Valid,MA1AB*********587,Valid,Supplier_186,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004588,WO104588,ST03,L01,2026-07-05 05:35:00,ENG-1030,SUP1198,50.0,42.0,3.88,Reject,Human,TL999,EMP333,A,Material,Valid,Valid,MA1AB*********588,Valid,Supplier_199,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004589,WO104589,ST06,L01,2026-07-05 05:36:15,ENG-1001,SUP9999,50.0,35.0,3.42,Repair,Automated,TL999,EMP313,Nan,Material,Valid,Valid,MA1AB*********589,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004590,WO104590,ST03,L02,2026-07-05 05:37:30,ENG-1428,SUP9999,35.0,42.0,4.35,OK,Automated,TL093,EMP128,A,Paint Defect,Valid,Valid,MA1AB*********590,Invalid,,,093,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004591,WO104591,ST05,L02,2026-07-05 05:38:45,ENG-1001,SUP9999,45.0,42.0,5.47,Reject,Automated,TL078,EMP204,A,Weld Crack,Valid,Valid,MA1AB*********591,Invalid,,,078,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004592,WO104592,ST06,L02,2026-07-05 05:40:00,ENG-1324,SUP1118,,35.0,3.25,Reject,Human,TL008,EMP224,A,Material,Valid,Valid,MA1AB*********592,Valid,Supplier_119,Germany,008,1.016,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004593,WO104593,ST06,L01,2026-07-05 05:41:15,ENG-1225,SUP1142,,40.0,6.09,Reject,Human,TL999,EMP221,Nan,Paint Defect,Valid,Valid,MA1AB*********593,Valid,Supplier_143,Germany,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004594,WO104594,ST04,L01,2026-07-05 05:42:30,ENG-1401,NAN,50.0,42.0,5.94,OK,Human,TL999,EMP154,B,Material,Valid,Valid,MA1AB*********594,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004595,WO104595,ST03,L03,2026-07-05 05:43:45,ENG-1273,SUP9999,45.0,35.0,4.92,Reject,Human,TL999,EMP241,B,Material,Valid,Valid,MA1AB*********595,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004596,WO104596,ST03,L03,2026-07-05 05:45:00,ENG-1001,NAN,,35.0,5.04,OK,Human,TL999,EMP187,C,Dimension,Valid,Valid,MA1AB*********596,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004597,WO104597,ST02,L03,2026-07-05 05:46:15,ENG-1001,NAN,50.0,35.0,5.36,,Human,TL005,EMP338,B,Weld Crack,Valid,Valid,MA1AB*********597,Invalid,,,005,0.984,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004598,WO104598,ST01,L02,2026-07-05 05:47:30,ENG-1001,SUP1045,,40.0,4.62,Reject,Human,TL054,EMP251,C,Not Available,Valid,Valid,MA1AB*********598,Valid,Supplier_46,Japan,054,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004599,WO104599,ST01,L01,2026-07-05 05:48:45,ENG-1438,SUP9999,35.0,35.0,3.71,Reject,Human,TL099,EMP159,A,Paint Defect,Valid,Valid,MA1AB*********599,Invalid,,,099,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004600,WO104600,ST02,L03,2026-07-05 05:50:00,ENG-1455,NAN,,42.0,5.06,Reject,Human,TL999,EMP218,B,Material,Valid,Valid,MA1AB*********600,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004601,WO104601,ST03,L02,2026-07-05 05:51:15,ENG-1239,SUP1108,,35.0,3.57,OK,Automated,TL089,EMP138,C,Weld Crack,Valid,Valid,MA1AB*********601,Valid,Supplier_109,Japan,089,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004602,WO104602,ST02,L01,2026-07-05 05:52:30,ENG-1020,SUP1162,45.0,35.0,5.86,,Human,TL062,EMP234,A,Not Available,Valid,Valid,MA1AB*********602,Valid,Supplier_163,Thailand,062,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004603,WO104603,ST03,L01,2026-07-05 05:53:45,ENG-1044,NAN,35.0,40.0,4.22,,Human,TL008,EMP108,Nan,Paint Defect,Valid,Valid,MA1AB*********603,Invalid,,,008,1.016,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004604,WO104604,ST06,L01,2026-07-05 05:55:00,ENG-1464,SUP9999,45.0,35.0,4.91,Reject,Human,TL999,EMP129,C,Material,Valid,Valid,MA1AB*********604,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004605,WO104605,ST01,L03,2026-07-05 05:56:15,ENG-1001,SUP1160,45.0,35.0,5.63,Reject,Human,TL999,EMP127,B,Weld Crack,Valid,Valid,MA1AB*********605,Valid,Supplier_161,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004606,WO104606,ST06,L01,2026-07-05 05:57:30,ENG-1429,SUP1029,,42.0,3.37,Reject,Human,TL999,EMP305,A,Weld Crack,Valid,Valid,MA1AB*********606,Valid,Supplier_30,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004607,WO104607,ST01,L03,2026-07-05 05:58:45,ENG-1248,SUP1142,,35.0,4.02,,Automated,TL014,EMP108,C,Paint Defect,Valid,Valid,MA1AB*********607,Valid,Supplier_143,Germany,014,0.989,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004608,WO104608,ST02,L02,2026-07-05 06:00:00,ENG-1001,NAN,45.0,40.0,4.12,Repair,Human,TL999,EMP242,B,Paint Defect,Valid,Valid,MA1AB*********608,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004609,WO104609,ST04,L02,2026-07-05 06:01:15,ENG-1476,SUP9999,50.0,35.0,5.99,OK,Human,TL999,EMP257,A,Paint Defect,Valid,Valid,MA1AB*********609,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004610,WO104610,ST03,L01,2026-07-05 06:02:30,ENG-1349,NAN,50.0,40.0,4.18,Reject,Human,TL062,EMP191,Nan,Weld Crack,Valid,Valid,MA1AB*********610,Invalid,,,062,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004611,WO104611,ST02,L02,2026-07-05 06:03:45,ENG-1431,NAN,50.0,42.0,4.67,OK,Human,TL999,EMP189,Nan,Dimension,Valid,Valid,MA1AB*********611,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
