Reading_ID,Event_ID,Sensor_ID,Timestamp,Torque,Temperature,Pressure,Vibration_mm_s,Energy_kWh,Calibration_Factor,Torque_Nm,Torque_Status,Temperature_C,Temperature_Status
RD008881,M10474,SEN-024,2026-03-04 08:00:00,60Nm,104 F,65 psi,3.48,3.89,1.011,60.0,Valid,40.0,Valid
RD008882,M10789,SEN-013,2026-03-04 08:00:30,50 Nm,85C,65 psi,7.83,4.48,1.014,50.0,Valid,85.0,Valid
RD008883,M7299,SEN-032,2026-03-04 08:01:00,72 lb-ft,104 F,5.2 bar,7.48,5.54,1.026,97.61904,Valid,40.0,Valid
RD008884,M11109,SEN-005,2026-03-04 08:01:30,72 lb-ft,35 C,4.5 bar,3.53,7.77,0.979,97.61904,Valid,35.0,Valid
RD008885,M9737,SEN-005,2026-03-04 08:02:00,45 Nm,85C,72 psi,8.09,2.53,0.98,45.0,Valid,85.0,Valid
RD008886,M9592,SEN-006,2026-03-04 08:02:30,,40 C,5.2 bar,5.58,3.44,0.978,,Invalid,40.0,Valid
RD008887,M10062,SEN-025,2026-03-04 08:03:00,,35 C,5.2 bar,1.89,4.0,0.975,,Invalid,35.0,Valid
RD008888,M11883,SEN-005,2026-03-04 08:03:30,60Nm,85C,4.5 bar,5.57,4.97,1.018,60.0,Valid,85.0,Valid
RD008889,M10367,SEN-021,2026-03-04 08:04:00,,104 F,72 psi,0.95,2.17,1.008,,Invalid,40.0,Valid
RD008890,M11000,SEN-006,2026-03-04 08:04:30,,40 C,65 psi,5.24,6.18,0.995,,Invalid,40.0,Valid
RD008891,M9831,SEN-020,2026-03-04 08:05:00,,,72 psi,4.85,6.06,1.019,,Invalid,,Invalid
RD008892,M9726,SEN-035,2026-03-04 08:05:30,,35 C,5.2 bar,8.41,2.0,0.992,,Invalid,35.0,Valid
RD008893,M8865,SEN-016,2026-03-04 08:06:00,35 lb-ft,,4.5 bar,6.7,2.32,0.982,47.4537,Valid,,Invalid
RD008894,M10601,SEN-020,2026-03-04 08:06:30,,85C,5.2 bar,3.15,4.67,0.991,,Invalid,85.0,Valid
RD008895,M7902,SEN-009,2026-03-04 08:07:00,45 Nm,40 C,4.5 bar,3.78,3.51,0.972,45.0,Valid,40.0,Valid
RD008896,M10827,SEN-035,2026-03-04 08:07:30,60Nm,104 F,4.5 bar,4.11,4.61,1.016,60.0,Valid,40.0,Valid
RD008897,M8762,SEN-045,2026-03-04 08:08:00,45 Nm,85C,5.2 bar,7.52,5.78,0.977,45.0,Valid,85.0,Valid
RD008898,M7586,SEN-021,2026-03-04 08:08:30,35 lb-ft,40 C,4.5 bar,6.94,1.69,1.012,47.4537,Valid,40.0,Valid
RD008899,M7528,SEN-034,2026-03-04 08:09:00,,,4.5 bar,6.21,1.09,0.978,,Invalid,,Invalid
RD008900,M8433,SEN-025,2026-03-04 08:09:30,60Nm,95 F,4.5 bar,4.69,0.78,0.981,60.0,Valid,35.0,Valid
RD008901,M8307,SEN-012,2026-03-04 08:10:00,35 lb-ft,95 F,5.2 bar,6.89,3.25,0.996,47.4537,Valid,35.0,Valid
RD008902,M11867,SEN-041,2026-03-04 08:10:30,45 Nm,40 C,72 psi,3.71,3.76,0.989,45.0,Valid,40.0,Valid
RD008903,M7965,SEN-021,2026-03-04 08:11:00,35 lb-ft,,4.5 bar,7.68,1.63,0.975,47.4537,Valid,,Invalid
RD008904,M9823,SEN-046,2026-03-04 08:11:30,,35 C,4.5 bar,6.26,7.6,0.994,,Invalid,35.0,Valid
RD008905,M8526,SEN-036,2026-03-04 08:12:00,,85C,5.2 bar,6.96,6.44,0.973,,Invalid,85.0,Valid
RD008906,M11640,SEN-049,2026-03-04 08:12:30,60Nm,35 C,5.2 bar,3.33,7.25,0.984,60.0,Valid,35.0,Valid
RD008907,M11980,SEN-034,2026-03-04 08:13:00,60Nm,,65 psi,6.56,3.11,0.993,60.0,Valid,,Invalid
RD008908,M9649,SEN-049,2026-03-04 08:13:30,,85C,65 psi,1.33,5.71,1.007,,Invalid,85.0,Valid
RD008909,M9434,SEN-022,2026-03-04 08:14:00,35 lb-ft,95 F,65 psi,5.62,1.89,0.978,47.4537,Valid,35.0,Valid
RD008910,M9022,SEN-044,2026-03-04 08:14:30,45 Nm,35 C,72 psi,0.95,1.49,1.007,45.0,Valid,35.0,Valid
RD008911,M8966,SEN-049,2026-03-04 08:15:00,,40 C,65 psi,8.19,2.25,1.003,,Invalid,40.0,Valid
RD008912,M9019,SEN-034,2026-03-04 08:15:30,35 lb-ft,40 C,72 psi,0.4,5.51,1.011,47.4537,Valid,40.0,Valid
RD008913,M10570,SEN-007,2026-03-04 08:16:00,,35 C,72 psi,1.62,5.01,0.985,,Invalid,35.0,Valid
RD008914,M8547,SEN-043,2026-03-04 08:16:30,72 lb-ft,104 F,5.2 bar,2.12,1.91,1.027,97.61904,Valid,40.0,Valid
RD008915,M11714,SEN-028,2026-03-04 08:17:00,72 lb-ft,,65 psi,2.78,1.75,0.997,97.61904,Valid,,Invalid
RD008916,M8453,SEN-008,2026-03-04 08:17:30,,40 C,5.2 bar,4.26,3.58,1.013,,Invalid,40.0,Valid
RD008917,M11310,SEN-010,2026-03-04 08:18:00,45 Nm,85C,4.5 bar,3.38,4.16,1.0,45.0,Valid,85.0,Valid
RD008918,M11545,SEN-018,2026-03-04 08:18:30,60Nm,104 F,72 psi,5.78,2.0,1.008,60.0,Valid,40.0,Valid
RD008919,M7944,SEN-006,2026-03-04 08:19:00,72 lb-ft,40 C,65 psi,2.3,2.53,0.982,97.61904,Valid,40.0,Valid
RD008920,M7583,SEN-007,2026-03-04 08:19:30,72 lb-ft,35 C,4.5 bar,5.96,4.3,1.03,97.61904,Valid,35.0,Valid
RD008921,M10413,SEN-016,2026-03-04 08:20:00,45 Nm,,5.2 bar,3.82,6.29,1.02,45.0,Valid,,Invalid
RD008922,M10503,SEN-015,2026-03-04 08:20:30,35 lb-ft,40 C,65 psi,1.52,6.08,0.977,47.4537,Valid,40.0,Valid
RD008923,M7049,SEN-010,2026-03-04 08:21:00,60Nm,40 C,65 psi,0.33,5.11,1.001,60.0,Valid,40.0,Valid
RD008924,M7106,SEN-002,2026-03-04 08:21:30,50 Nm,,4.5 bar,6.19,2.99,0.997,50.0,Valid,,Invalid
RD008925,M11517,SEN-014,2026-03-04 08:22:00,72 lb-ft,40 C,4.5 bar,7.92,1.97,1.016,97.61904,Valid,40.0,Valid
RD008926,M7741,SEN-050,2026-03-04 08:22:30,45 Nm,104 F,5.2 bar,5.81,5.81,0.975,45.0,Valid,40.0,Valid
RD008927,M7580,SEN-046,2026-03-04 08:23:00,72 lb-ft,,4.5 bar,7.23,3.79,1.029,97.61904,Valid,,Invalid
RD008928,M10893,SEN-024,2026-03-04 08:23:30,60Nm,95 F,4.5 bar,5.52,5.85,0.98,60.0,Valid,35.0,Valid
RD008929,M10583,SEN-043,2026-03-04 08:24:00,,104 F,5.2 bar,3.03,4.51,1.005,,Invalid,40.0,Valid
RD008930,M7694,SEN-007,2026-03-04 08:24:30,35 lb-ft,95 F,4.5 bar,3.26,4.14,1.007,47.4537,Valid,35.0,Valid
RD008931,M10975,SEN-022,2026-03-04 08:25:00,,104 F,4.5 bar,2.2,0.99,1.012,,Invalid,40.0,Valid
RD008932,M11137,SEN-006,2026-03-04 08:25:30,50 Nm,104 F,65 psi,0.53,2.96,0.994,50.0,Valid,40.0,Valid
RD008933,M11358,SEN-032,2026-03-04 08:26:00,,104 F,65 psi,6.1,2.09,1.022,,Invalid,40.0,Valid
RD008934,M10075,SEN-021,2026-03-04 08:26:30,35 lb-ft,40 C,65 psi,0.47,3.77,1.016,47.4537,Valid,40.0,Valid
RD008935,M11005,SEN-031,2026-03-04 08:27:00,45 Nm,40 C,65 psi,1.74,3.5,1.0,45.0,Valid,40.0,Valid
RD008936,M10415,SEN-018,2026-03-04 08:27:30,35 lb-ft,85C,72 psi,0.96,7.17,1.008,47.4537,Valid,85.0,Valid
RD008937,M11733,SEN-004,2026-03-04 08:28:00,45 Nm,,5.2 bar,4.17,3.18,1.02,45.0,Valid,,Invalid
RD008938,M8239,SEN-050,2026-03-04 08:28:30,72 lb-ft,85C,72 psi,6.16,3.55,1.007,97.61904,Valid,85.0,Valid
RD008939,M7366,SEN-047,2026-03-04 08:29:00,72 lb-ft,,4.5 bar,1.33,7.39,0.996,97.61904,Valid,,Invalid
RD008940,M10435,SEN-004,2026-03-04 08:29:30,72 lb-ft,,65 psi,6.54,0.84,1.029,97.61904,Valid,,Invalid
RD008941,M11356,SEN-050,2026-03-04 08:30:00,72 lb-ft,40 C,72 psi,7.15,3.37,1.003,97.61904,Valid,40.0,Valid
RD008942,M10065,SEN-005,2026-03-04 08:30:30,50 Nm,40 C,5.2 bar,2.71,1.76,0.987,50.0,Valid,40.0,Valid
RD008943,M11435,SEN-015,2026-03-04 08:31:00,,85C,5.2 bar,2.89,1.91,1.029,,Invalid,85.0,Valid
RD008944,M7087,SEN-002,2026-03-04 08:31:30,60Nm,35 C,65 psi,2.21,5.28,0.99,60.0,Valid,35.0,Valid
RD008945,M9783,SEN-046,2026-03-04 08:32:00,35 lb-ft,95 F,65 psi,2.16,7.48,0.998,47.4537,Valid,35.0,Valid
RD008946,M7195,SEN-014,2026-03-04 08:32:30,72 lb-ft,35 C,65 psi,3.82,3.76,1.019,97.61904,Valid,35.0,Valid
RD008947,M11802,SEN-032,2026-03-04 08:33:00,45 Nm,95 F,65 psi,4.6,1.41,1.028,45.0,Valid,35.0,Valid
RD008948,M8236,SEN-016,2026-03-04 08:33:30,,104 F,72 psi,6.68,3.09,0.98,,Invalid,40.0,Valid
RD008949,M8586,SEN-024,2026-03-04 08:34:00,50 Nm,35 C,72 psi,1.12,7.2,0.998,50.0,Valid,35.0,Valid
RD008950,M8541,SEN-029,2026-03-04 08:34:30,,35 C,4.5 bar,1.9,3.88,1.01,,Invalid,35.0,Valid
RD008951,M7962,SEN-022,2026-03-04 08:35:00,72 lb-ft,35 C,5.2 bar,3.38,7.73,0.978,97.61904,Valid,35.0,Valid
RD008952,M7139,SEN-020,2026-03-04 08:35:30,50 Nm,,65 psi,0.99,7.34,1.003,50.0,Valid,,Invalid
RD008953,M9789,SEN-049,2026-03-04 08:36:00,50 Nm,35 C,72 psi,4.47,3.85,1.028,50.0,Valid,35.0,Valid
RD008954,M9422,SEN-035,2026-03-04 08:36:30,50 Nm,95 F,4.5 bar,0.52,4.94,0.994,50.0,Valid,35.0,Valid
RD008955,M9463,SEN-024,2026-03-04 08:37:00,45 Nm,40 C,65 psi,2.08,2.39,0.977,45.0,Valid,40.0,Valid
RD008956,M9643,SEN-044,2026-03-04 08:37:30,35 lb-ft,95 F,5.2 bar,4.98,1.91,1.019,47.4537,Valid,35.0,Valid
RD008957,M10096,SEN-001,2026-03-04 08:38:00,,85C,4.5 bar,6.17,4.05,0.971,,Invalid,85.0,Valid
RD008958,M8219,SEN-009,2026-03-04 08:38:30,35 lb-ft,104 F,4.5 bar,0.79,5.36,0.977,47.4537,Valid,40.0,Valid
RD008959,M8206,SEN-036,2026-03-04 08:39:00,72 lb-ft,85C,65 psi,6.79,1.84,0.973,97.61904,Valid,85.0,Valid
RD008960,M9124,SEN-015,2026-03-04 08:39:30,50 Nm,85C,65 psi,3.52,4.33,0.974,50.0,Valid,85.0,Valid
RD008961,M9530,SEN-018,2026-03-04 08:40:00,45 Nm,95 F,72 psi,8.03,0.65,0.981,45.0,Valid,35.0,Valid
RD008962,M7715,SEN-040,2026-03-04 08:40:30,60Nm,35 C,4.5 bar,5.97,5.22,0.975,60.0,Valid,35.0,Valid
RD008963,M7520,SEN-048,2026-03-04 08:41:00,,35 C,4.5 bar,6.95,1.82,0.991,,Invalid,35.0,Valid
RD008964,M8526,SEN-021,2026-03-04 08:41:30,,95 F,5.2 bar,2.34,7.7,0.995,,Invalid,35.0,Valid
RD008965,M9748,SEN-006,2026-03-04 08:42:00,,95 F,65 psi,2.36,1.9,1.024,,Invalid,35.0,Valid
RD008966,M9538,SEN-028,2026-03-04 08:42:30,,104 F,65 psi,8.14,0.61,0.986,,Invalid,40.0,Valid
RD008967,M7709,SEN-049,2026-03-04 08:43:00,,104 F,65 psi,2.87,6.69,1.026,,Invalid,40.0,Valid
RD008968,M10350,SEN-022,2026-03-04 08:43:30,60Nm,85C,65 psi,5.01,1.67,0.973,60.0,Valid,85.0,Valid
RD008969,M10117,SEN-026,2026-03-04 08:44:00,50 Nm,104 F,4.5 bar,8.03,2.59,0.977,50.0,Valid,40.0,Valid
RD008970,M9636,SEN-022,2026-03-04 08:44:30,50 Nm,40 C,4.5 bar,3.04,3.59,0.984,50.0,Valid,40.0,Valid
RD008971,M10744,SEN-031,2026-03-04 08:45:00,50 Nm,35 C,65 psi,4.45,2.1,1.021,50.0,Valid,35.0,Valid
RD008972,M11863,SEN-028,2026-03-04 08:45:30,50 Nm,,5.2 bar,7.08,6.51,1.019,50.0,Valid,,Invalid
RD008973,M10993,SEN-015,2026-03-04 08:46:00,60Nm,,4.5 bar,2.04,5.34,0.994,60.0,Valid,,Invalid
RD008974,M8271,SEN-034,2026-03-04 08:46:30,35 lb-ft,104 F,72 psi,4.81,6.37,0.994,47.4537,Valid,40.0,Valid
RD008975,M8532,SEN-018,2026-03-04 08:47:00,35 lb-ft,40 C,72 psi,1.07,6.49,0.993,47.4537,Valid,40.0,Valid
RD008976,M11974,SEN-020,2026-03-04 08:47:30,60Nm,,5.2 bar,3.39,6.06,0.995,60.0,Valid,,Invalid
RD008977,M7906,SEN-031,2026-03-04 08:48:00,60Nm,40 C,5.2 bar,4.66,2.95,0.985,60.0,Valid,40.0,Valid
RD008978,M11103,SEN-016,2026-03-04 08:48:30,35 lb-ft,,72 psi,6.86,4.61,1.006,47.4537,Valid,,Invalid
RD008979,M11218,SEN-046,2026-03-04 08:49:00,50 Nm,40 C,65 psi,2.07,7.17,0.984,50.0,Valid,40.0,Valid
RD008980,M11486,SEN-011,2026-03-04 08:49:30,72 lb-ft,85C,5.2 bar,3.51,3.99,1.024,97.61904,Valid,85.0,Valid
RD008981,M9112,SEN-022,2026-03-04 08:50:00,60Nm,35 C,65 psi,3.12,6.6,0.973,60.0,Valid,35.0,Valid
RD008982,M8322,SEN-001,2026-03-04 08:50:30,50 Nm,95 F,5.2 bar,6.3,2.16,1.009,50.0,Valid,35.0,Valid
RD008983,M11682,SEN-029,2026-03-04 08:51:00,,,4.5 bar,4.16,6.93,1.018,,Invalid,,Invalid
RD008984,M10849,SEN-026,2026-03-04 08:51:30,35 lb-ft,104 F,4.5 bar,7.25,3.81,1.013,47.4537,Valid,40.0,Valid
RD008985,M8591,SEN-006,2026-03-04 08:52:00,72 lb-ft,104 F,72 psi,3.36,7.45,0.987,97.61904,Valid,40.0,Valid
RD008986,M9084,SEN-039,2026-03-04 08:52:30,60Nm,85C,65 psi,4.41,4.37,0.999,60.0,Valid,85.0,Valid
RD008987,M9254,SEN-004,2026-03-04 08:53:00,60Nm,95 F,4.5 bar,1.94,3.93,0.977,60.0,Valid,35.0,Valid
RD008988,M11461,SEN-027,2026-03-04 08:53:30,,40 C,5.2 bar,4.55,5.21,1.025,,Invalid,40.0,Valid
RD008989,M10501,SEN-004,2026/03/04 08:54:00,60Nm,35 C,5.2 bar,7.7,5.74,1.006,60.0,Valid,35.0,Valid
RD008990,M9058,SEN-034,2026-03-04 08:54:30,35 lb-ft,,5.2 bar,4.7,3.42,0.976,47.4537,Valid,,Invalid
RD008991,M10483,SEN-020,2026-03-04 08:55:00,60Nm,95 F,4.5 bar,3.91,6.59,0.985,60.0,Valid,35.0,Valid
RD008992,M8123,SEN-020,2026-03-04 08:55:30,45 Nm,35 C,72 psi,8.04,6.5,1.025,45.0,Valid,35.0,Valid
RD008993,M10979,SEN-008,2026-03-04 08:56:00,72 lb-ft,95 F,4.5 bar,6.92,3.11,1.018,97.61904,Valid,35.0,Valid
RD008994,M9954,SEN-016,2026-03-04 08:56:30,,40 C,72 psi,4.03,1.63,0.97,,Invalid,40.0,Valid
RD008995,M7116,SEN-039,2026-03-04 08:57:00,72 lb-ft,104 F,4.5 bar,5.58,4.13,1.001,97.61904,Valid,40.0,Valid
RD008996,M10884,SEN-028,2026-03-04 08:57:30,50 Nm,104 F,4.5 bar,6.68,5.31,1.007,50.0,Valid,40.0,Valid
RD008997,M11538,SEN-001,2026-03-04 08:58:00,60Nm,,4.5 bar,4.61,5.4,1.008,60.0,Valid,,Invalid
RD008998,M7610,SEN-008,2026-03-04 08:58:30,45 Nm,40 C,5.2 bar,1.98,2.93,1.022,45.0,Valid,40.0,Valid
RD008999,M7452,SEN-022,2026-03-04 08:59:00,72 lb-ft,,72 psi,2.46,2.9,1.003,97.61904,Valid,,Invalid
RD009000,M9420,SEN-019,2026-03-04 08:59:30,35 lb-ft,35 C,5.2 bar,6.07,7.38,0.994,47.4537,Valid,35.0,Valid
RD009001,M8719,SEN-030,2026-03-04 09:00:00,72 lb-ft,85C,72 psi,0.32,1.44,1.025,97.61904,Valid,85.0,Valid
RD009002,M9404,SEN-026,2026-03-04 09:00:30,72 lb-ft,40 C,4.5 bar,7.66,1.94,1.014,97.61904,Valid,40.0,Valid
RD009003,M8850,SEN-025,2026-03-04 09:01:00,50 Nm,95 F,65 psi,6.84,3.2,0.997,50.0,Valid,35.0,Valid
RD009004,M11433,SEN-014,2026-03-04 09:01:30,45 Nm,95 F,5.2 bar,6.14,7.3,0.984,45.0,Valid,35.0,Valid
RD009005,M11078,SEN-032,2026-03-04 09:02:00,45 Nm,95 F,72 psi,4.35,6.55,1.023,45.0,Valid,35.0,Valid
RD009006,M9371,SEN-039,2026-03-04 09:02:30,35 lb-ft,104 F,65 psi,1.52,7.6,1.001,47.4537,Valid,40.0,Valid
RD009007,M9308,SEN-019,2026-03-04 09:03:00,45 Nm,,72 psi,1.79,5.37,1.016,45.0,Valid,,Invalid
RD009008,M9737,SEN-009,2026-03-04 09:03:30,72 lb-ft,85C,65 psi,6.3,0.88,1.004,97.61904,Valid,85.0,Valid
RD009009,M11027,SEN-031,2026-03-04 09:04:00,45 Nm,40 C,5.2 bar,1.55,5.4,0.993,45.0,Valid,40.0,Valid
RD009010,M9482,SEN-003,2026-03-04 09:04:30,35 lb-ft,,4.5 bar,2.48,4.94,1.007,47.4537,Valid,,Invalid
RD009011,M8007,SEN-015,2026-03-04 09:05:00,,85C,4.5 bar,3.51,0.51,1.003,,Invalid,85.0,Valid
RD009012,M8817,SEN-044,2026-03-04 09:05:30,60Nm,85C,65 psi,7.86,0.63,0.995,60.0,Valid,85.0,Valid
RD009013,M7239,SEN-034,2026-03-04 09:06:00,60Nm,104 F,72 psi,5.14,6.88,0.996,60.0,Valid,40.0,Valid
RD009014,M11459,SEN-020,2026-03-04 09:06:30,,104 F,4.5 bar,5.14,6.46,1.022,,Invalid,40.0,Valid
RD009015,M11191,SEN-023,2026-03-04 09:07:00,60Nm,40 C,5.2 bar,5.54,5.9,0.981,60.0,Valid,40.0,Valid
RD009016,M11961,SEN-036,2026-03-04 09:07:30,72 lb-ft,40 C,65 psi,3.41,6.07,0.994,97.61904,Valid,40.0,Valid
RD009017,M9839,SEN-039,2026-03-04 09:08:00,60Nm,40 C,72 psi,0.66,1.44,0.989,60.0,Valid,40.0,Valid
RD009018,M9511,SEN-043,2026-03-04 09:08:30,35 lb-ft,85C,5.2 bar,2.2,5.47,1.014,47.4537,Valid,85.0,Valid
RD009019,M11571,SEN-018,2026-03-04 09:09:00,60Nm,35 C,65 psi,6.74,7.94,0.994,60.0,Valid,35.0,Valid
RD009020,M10238,SEN-044,2026-03-04 09:09:30,35 lb-ft,40 C,4.5 bar,7.12,4.77,0.992,47.4537,Valid,40.0,Valid
RD009021,M10758,SEN-032,2026-03-04 09:10:00,60Nm,85C,4.5 bar,7.56,5.6,1.03,60.0,Valid,85.0,Valid
RD009022,M8298,SEN-017,2026-03-04 09:10:30,50 Nm,40 C,4.5 bar,8.32,5.79,1.005,50.0,Valid,40.0,Valid
RD009023,M9485,SEN-035,2026-03-04 09:11:00,72 lb-ft,,72 psi,1.01,4.5,1.012,97.61904,Valid,,Invalid
RD009024,M7342,SEN-023,2026-03-04 09:11:30,72 lb-ft,35 C,4.5 bar,2.83,5.42,1.002,97.61904,Valid,35.0,Valid
RD009025,M11030,SEN-033,2026-03-04 09:12:00,60Nm,85C,5.2 bar,5.06,4.86,0.984,60.0,Valid,85.0,Valid
RD009026,M10387,SEN-029,2026-03-04 09:12:30,45 Nm,35 C,72 psi,4.56,3.86,0.984,45.0,Valid,35.0,Valid
RD009027,M7694,SEN-016,2026-03-04 09:13:00,50 Nm,95 F,5.2 bar,6.52,3.15,0.977,50.0,Valid,35.0,Valid
RD009028,M9746,SEN-024,2026-03-04 09:13:30,60Nm,40 C,65 psi,3.17,5.42,0.98,60.0,Valid,40.0,Valid
RD009029,M8042,SEN-026,2026-03-04 09:14:00,,35 C,72 psi,4.07,2.05,1.025,,Invalid,35.0,Valid
RD009030,M9779,SEN-015,2026-03-04 09:14:30,50 Nm,104 F,72 psi,4.05,1.16,1.007,50.0,Valid,40.0,Valid
RD009031,M11777,SEN-002,2026-03-04 09:15:00,,85C,5.2 bar,7.31,6.22,0.972,,Invalid,85.0,Valid
RD009032,M7473,SEN-001,2026-03-04 09:15:30,60Nm,85C,4.5 bar,4.99,2.99,1.013,60.0,Valid,85.0,Valid
RD009033,M7856,SEN-012,2026-03-04 09:16:00,50 Nm,40 C,5.2 bar,2.11,5.53,1.013,50.0,Valid,40.0,Valid
RD009034,M11689,SEN-024,2026-03-04 09:16:30,35 lb-ft,104 F,72 psi,3.81,5.89,1.025,47.4537,Valid,40.0,Valid
RD009035,M8961,SEN-020,2026-03-04 09:17:00,45 Nm,95 F,4.5 bar,4.54,0.63,1.022,45.0,Valid,35.0,Valid
RD009036,M9553,SEN-038,2026-03-04 09:17:30,,35 C,4.5 bar,2.95,2.4,1.023,,Invalid,35.0,Valid
RD009037,M9479,SEN-026,2026-03-04 09:18:00,35 lb-ft,40 C,5.2 bar,6.77,3.47,0.987,47.4537,Valid,40.0,Valid
RD009038,M7476,SEN-026,2026-03-04 09:18:30,72 lb-ft,104 F,4.5 bar,5.43,5.54,1.002,97.61904,Valid,40.0,Valid
RD009039,M10417,SEN-013,2026-03-04 09:19:00,35 lb-ft,85C,4.5 bar,6.53,1.52,0.988,47.4537,Valid,85.0,Valid
RD009040,M11531,SEN-003,2026-03-04 09:19:30,60Nm,35 C,72 psi,6.45,6.33,0.998,60.0,Valid,35.0,Valid
RD009041,M8040,SEN-015,2026-03-04 09:20:00,72 lb-ft,95 F,72 psi,3.59,3.32,0.985,97.61904,Valid,35.0,Valid
RD009042,M11601,SEN-038,2026-03-04 09:20:30,72 lb-ft,95 F,4.5 bar,3.26,4.88,0.995,97.61904,Valid,35.0,Valid
RD009043,M11742,SEN-023,2026-03-04 09:21:00,72 lb-ft,95 F,5.2 bar,3.38,5.92,0.993,97.61904,Valid,35.0,Valid
RD009044,M10535,SEN-013,2026-03-04 09:21:30,72 lb-ft,85C,65 psi,7.75,4.96,0.972,97.61904,Valid,85.0,Valid
RD009045,M9715,SEN-049,2026-03-04 09:22:00,60Nm,95 F,65 psi,0.84,0.76,1.012,60.0,Valid,35.0,Valid
RD009046,M10094,SEN-008,2026-03-04 09:22:30,35 lb-ft,,4.5 bar,0.42,3.47,1.016,47.4537,Valid,,Invalid
RD009047,M8189,SEN-026,2026-03-04 09:23:00,35 lb-ft,85C,65 psi,0.74,7.98,1.029,47.4537,Valid,85.0,Valid
RD009048,M11653,SEN-035,2026-03-04 09:23:30,60Nm,95 F,4.5 bar,6.13,7.22,0.989,60.0,Valid,35.0,Valid
RD009049,M7975,SEN-017,2026-03-04 09:24:00,72 lb-ft,35 C,5.2 bar,1.45,3.91,0.975,97.61904,Valid,35.0,Valid
RD009050,M7940,SEN-024,2026-03-04 09:24:30,45 Nm,35 C,72 psi,1.34,7.21,1.021,45.0,Valid,35.0,Valid
RD009051,M8930,SEN-024,2026-03-04 09:25:00,,35 C,4.5 bar,2.97,5.29,1.004,,Invalid,35.0,Valid
RD009052,M9517,SEN-005,2026-03-04 09:25:30,72 lb-ft,95 F,65 psi,2.26,6.21,0.983,97.61904,Valid,35.0,Valid
RD009053,M7929,SEN-044,2026-03-04 09:26:00,72 lb-ft,104 F,72 psi,7.26,3.67,1.0,97.61904,Valid,40.0,Valid
RD009054,M11693,SEN-007,2026-03-04 09:26:30,45 Nm,40 C,4.5 bar,7.88,5.85,1.017,45.0,Valid,40.0,Valid
RD009055,M7700,SEN-006,2026-03-04 09:27:00,,35 C,72 psi,4.2,6.4,1.005,,Invalid,35.0,Valid
RD009056,M9610,SEN-018,2026-03-04 09:27:30,,,65 psi,1.79,4.69,0.97,,Invalid,,Invalid
RD009057,M8180,SEN-034,2026-03-04 09:28:00,,,72 psi,4.39,1.6,0.999,,Invalid,,Invalid
RD009058,M11094,SEN-035,2026-03-04 09:28:30,72 lb-ft,85C,72 psi,3.56,4.39,1.018,97.61904,Valid,85.0,Valid
RD009059,M9069,SEN-049,2026-03-04 09:29:00,45 Nm,104 F,65 psi,2.58,2.3,1.016,45.0,Valid,40.0,Valid
RD009060,M11881,SEN-044,2026-03-04 09:29:30,50 Nm,35 C,65 psi,6.89,6.87,1.004,50.0,Valid,35.0,Valid
RD009061,M11724,SEN-015,2026-03-04 09:30:00,72 lb-ft,35 C,5.2 bar,7.52,2.06,0.979,97.61904,Valid,35.0,Valid
RD009062,M9719,SEN-010,2026-03-04 09:30:30,35 lb-ft,104 F,65 psi,7.17,3.61,0.986,47.4537,Valid,40.0,Valid
RD009063,M9035,SEN-028,2026-03-04 09:31:00,50 Nm,95 F,5.2 bar,0.59,7.32,0.989,50.0,Valid,35.0,Valid
RD009064,M11020,SEN-021,2026-03-04 09:31:30,50 Nm,95 F,72 psi,7.47,7.74,0.986,50.0,Valid,35.0,Valid
RD009065,M11455,SEN-035,2026-03-04 09:32:00,50 Nm,85C,65 psi,2.52,1.28,0.996,50.0,Valid,85.0,Valid
RD009066,M7981,SEN-020,2026-03-04 09:32:30,,35 C,65 psi,7.96,1.93,1.013,,Invalid,35.0,Valid
RD009067,M8286,SEN-006,2026-03-04 09:33:00,,85C,72 psi,4.66,4.96,0.978,,Invalid,85.0,Valid
RD009068,M8917,SEN-049,2026-03-04 09:33:30,60Nm,40 C,72 psi,1.88,4.09,0.973,60.0,Valid,40.0,Valid
RD009069,M8007,SEN-050,2026-03-04 09:34:00,45 Nm,,5.2 bar,4.71,3.42,1.022,45.0,Valid,,Invalid
RD009070,M7161,SEN-024,2026-03-04 09:34:30,35 lb-ft,104 F,72 psi,4.3,3.49,0.996,47.4537,Valid,40.0,Valid
RD009071,M9614,SEN-018,2026-03-04 09:35:00,35 lb-ft,95 F,72 psi,4.77,5.31,0.971,47.4537,Valid,35.0,Valid
RD009072,M10964,SEN-035,2026-03-04 09:35:30,,85C,72 psi,7.27,3.88,1.024,,Invalid,85.0,Valid
RD009073,M10508,SEN-020,2026-03-04 09:36:00,45 Nm,85C,72 psi,7.95,3.72,0.977,45.0,Valid,85.0,Valid
RD009074,M10268,SEN-045,2026-03-04 09:36:30,50 Nm,35 C,65 psi,1.69,4.28,1.005,50.0,Valid,35.0,Valid
RD009075,M7063,SEN-024,2026-03-04 09:37:00,35 lb-ft,85C,5.2 bar,6.49,4.33,0.982,47.4537,Valid,85.0,Valid
RD009076,M7647,SEN-044,2026-03-04 09:37:30,35 lb-ft,104 F,5.2 bar,4.69,4.17,0.972,47.4537,Valid,40.0,Valid
RD009077,M10496,SEN-039,2026-03-04 09:38:00,50 Nm,35 C,5.2 bar,6.29,3.32,0.993,50.0,Valid,35.0,Valid
