Event_ID,Line,Station,TS,Part_No,Torque,Temp,Pressure,Defect,VIN,Supplier,Work_Order,Sensor_ID,Calibration_Factor,Inspection_Source,Tool_ID,Shift,Scrap_Reason,BOM_Version,Effective_Date
M11486,GA-1,STN-05,2026-03-10 10:46,118-ABC,35 lb-ft,,65 psi,None,XX104486,SUP-13,WO14486,SEN-006,1.001,Automated,TL-002,C,NA,V1,2025-12-31
M11487,GA-1,STN-03,2026-03-10 10:47,104-ABC,45,104F,5 bar,reject,XX104487,SUP-01,WO14487,SEN-004,1.001,Automated,TL-023,,Material,v1,2026-03-01
M11488,PAINT-1,Stn-03,2026-03-10 10:48,133-ABC,45,104F,65 psi,OK,XX104488,SUP-02,WO14488,SEN-010,0.978,Automated,TL-006,B,NA,V1,2025-12-31
M11489,PAINT-1,STN-02,2026-03-10 10:49,132-ABC,45,40 C,4.5 bar,Reject,XX104489,SUP-09,WO14489,SEN-002,1.004,Human,TL-014,B,Material,v1,2025-12-31
M11490,GA-2,STN-05,2026-03-10 10:50,135-ABC,45,85 C,5 bar,na,XX104490,SUP-13,WO14490,SEN-009,1.008,Human,TL-026,B,Material,V1,2026-01-01
M11491,TRIM-1,STN-04,2026-03-10 10:51,122-ABC,,104F,5 bar,na,XX104491,SUP-14,WO14491,SEN-005,0.99,Automated,TL-015,A,Weld,v1,2026-01-01
M11492,GA-1,STN-01,2026-03-10 10:52,102-ABC,,85 C,65 psi,Reject,XX104492,SUP-01,WO14492,SEN-003,1.003,Automated,TL-015,C,Dimension,V1,2025-12-31
M11493,GA-1, stn-05 ,2026-03-10 10:53,122-ABC,45,,65 psi,na,XX104493,SUP-18,WO14493,SEN-007,1.03,Automated,TL-025,B,Paint,V2,2025-12-31
M11494,GA-2,STN-03,2026-03-10 10:54,136-ABC,50Nm,104F,65 psi,OK,XX104494,SUP-06,WO14494,SEN-002,0.971,Human,TL-004,C,NA,V2,2026-03-01
M11495,TRIM-1,STN-03,2026-03-10 10:55, 143-abc ,,85 C,5 bar,Reject,XX104495,SUP-13,WO14495,SEN-010,0.97,Human,TL-024,B,NA,v1,2026-03-01
M11496,TRIM-1,STN-02,2026-03-10 10:56,101-ABC,,,65 psi, ok ,XX104496,SUP-10,WO14496,SEN-001,1.021,Human,TL-009,C,Paint,v1,2025-12-31
M11497,GA-1, stn-05 ,2026-03-10 10:57,125-ABC,50Nm,95 F,65 psi,Reject,XX104497,SUP-09,WO14497,SEN-004,0.98,Automated,TL-013,A,Dimension,v1,2026-03-01
M11498,PAINT-1,STN-03,2026-03-10 10:58,143-ABC,45,85C,5 bar,OK,XX104498,SUP-13,WO14498,SEN-003,1.009,Automated,TL-999,C,Dimension,v1,2026-01-01
M11499,TRIM-1, stn-05 ,2026-03-10 10:59,102-ABC,45.0 ,85 C,4.5 bar,None,XX104499,SUP-19,WO14499,SEN-006,0.975,Human,TL-017,B,Paint,V2,2025-12-31
M11500,TRIM-1,STN-04,2026-03-10 11:00,118-ABC,45.0 ,40 C,5 bar, ok ,XX104500,SUP-10,WO14500,SEN-005,1.011,Automated,TL-027,B,Paint,V1,2025-12-31
M11501,PAINT-1,Stn-03,2026-03-10 11:01,133-ABC,45,85 C,65 psi, ok ,XX104501,SUP-05,WO14501,SEN-005,0.995,Human,TL-018,A,Material,V2,2026-03-01
M11502,PAINT-1,Stn-03,2026-03-10 11:02,135-ABC,60 nm,104F,4.5 bar,None,XX104502,SUP-13,WO14502,SEN-003,1.013,Automated,TL-018,,NA,v1,2026-03-01
M11503,TRIM-1,STN-01,2026-03-10 11:03,139-ABC,35 lb-ft,,65 psi,Repair,XX104503,SUP-07,WO14503,SEN-002,1.005,Automated,TL-013,B,Dimension,V2,2026-01-01
M11504,TRIM-1, stn-05 ,2026-03-10 11:04,109-ABC,45,40 C,4.5 bar,OK,XX104504,SUP-11,WO14504,SEN-009,0.991,Human,TL-021,C,Dimension,V1,2026-03-01
M11505,TRIM-1,STN-04,2026-03-10 11:05,147-ABC,45,40 C,5 bar,None,XX104505,SUP-07,WO14505,SEN-007,1.017,Human,TL-017,A,Weld,v1,2025-12-31
M11506,TRIM-1,STN-02,2026-03-10 11:06,143-ABC,50Nm,104F,4.5 bar,na,XX104506,SUP-11,WO14506,SEN-004,1.02,Automated,TL-009,A,NA,v1,2026-03-01
M11507,PAINT-1,Stn-03,2026-03-10 11:07,116-ABC,35 lb-ft,40 C,65 psi,na,XX104507,SUP-15,WO14507,SEN-009,1.026,Automated,TL-021,A,NA,v1,2026-01-01
M11508,TRIM-1,STN-04,2026-03-10 11:08,105-ABC,,95 F,5 bar,None,XX104508,SUP-18,WO14508,SEN-008,0.98,Automated,TL-999,,Dimension,V1,2026-01-01
M11509,GA-2,STN-01,2026-03-10 11:09,103-ABC,45.0 ,85 C,65 psi,na,XX104509,SUP-17,WO14509,SEN-007,0.975,Automated,TL-022,,Material,V1,2026-01-01
M11510,GA-1, stn-05 ,2026-03-10 11:10,120-ABC,45.0 ,95 F,65 psi,Reject,XX104510,SUP-01,WO14510,SEN-003,1.0,Human,TL-023,,Weld,V2,2026-01-01
M11511,TRIM-1,Stn-03,2026-03-10 11:11,110-ABC,60 nm,40 C,65 psi,reject,XX104511,SUP-09,WO14511,SEN-003,0.997,Human,TL-999,,Weld,V1,2026-03-01
M11512,PAINT-1,STN-03,2026-03-10 11:12,134-ABC,50Nm,95 F,65 psi,OK,XX104512,sup-09 ,WO14512,SEN-004,0.997,Automated,TL-021,,Material,v1,2026-03-01
M11513,TRIM-1,Stn-03,2026-03-10 11:13,103-ABC,35 lb-ft,85 C,65 psi,Reject,XX104513,SUP-17,WO14513,SEN-006,0.995,Human,TL-004,A,Material,V2,2026-03-01
M11514,PAINT-1,STN-04,2026-03-10 11:14,123-ABC,35 lb-ft,95 F,65 psi, ok ,XX104514,SUP-17,WO14514,SEN-007,0.984,Automated,TL-015,B,Dimension,v1,2026-03-01
M11515,TRIM-1,STN-04,2026-03-10 11:15,129-ABC,50Nm,95 F,4.5 bar,na,XX104515,SUP-09,WO14515,SEN-009,1.02,Automated,TL-021,A,Dimension,V2,2026-03-01
M11516,GA-1,Stn-03,2026-03-10 11:16,130-ABC,60 nm,95 F,4.5 bar,na,XX104516,SUP-16,WO14516,SEN-009,0.977,Human,TL-001,A,NA,V2,2025-12-31
M11517,GA-2,STN-05,2026-03-10 11:17,129-ABC,35 lb-ft,104F,4.5 bar,None,XX104517,SUP-19,WO14517,SEN-003,0.974,Automated,TL-006,A,Material,V1,2026-03-01
M11518,PAINT-1, stn-05 ,2026-03-10 11:18,119-ABC,45.0 ,85 C,65 psi,OK,XX104518,SUP-13,WO14518,SEN-004,0.98,Human,TL-020,A,Weld,V1,2025-12-31
M11519,GA-2,STN-05,2026-03-10 11:19,134-ABC,45.0 ,95 F,65 psi,Repair,XX104519,SUP-14,WO14519,SEN-004,1.002,Automated,TL-001,A,Paint,v1,2026-01-01
M11520,GA-1,STN-04,2026-03-10 11:20,136-ABC,45,85C,5 bar,None,XX104520,SUP-09,WO14520,SEN-008,0.978,Human,TL-007,B,Weld,V1,2025-12-31
M11521,TRIM-1,STN-02,2026-03-10 11:21,128-ABC,35 lb-ft,104F,65 psi, ok ,XX104521,SUP-01,WO14521,SEN-005,1.001,Human,TL-007,B,Weld,V2,2026-03-01
M11522,GA-2,STN-05,2026-03-10 11:22,104-ABC,35 lb-ft,95 F,4.5 bar,None,XX104522,SUP-17,WO14522,SEN-009,1.015,Automated,TL-025,,Dimension,v1,2026-03-01
M11523,GA-2,STN-01,2026-03-10 11:23,119-ABC,,104F,65 psi,Repair,XX104523,SUP-01,WO14523,SEN-006,1.013,Automated,TL-003,A,Material,V2,2025-12-31
M11524,TRIM-1,STN-02,2026-03-10 11:24,147-ABC,45,,4.5 bar,Reject,XX104524,SUP-06,WO14524,SEN-001,0.997,Human,TL-020,A,Material,V1,2026-01-01
M11525,GA-2,STN-01,2026-03-10 11:25,144-ABC,35 lb-ft,85 C,65 psi,Repair,XX104525,SUP-07,WO14525,SEN-002,1.019,Automated,TL-025,A,Material,V1,2026-03-01
M11526,PAINT-1,STN-05,2026-03-10 11:26,110-ABC,,104F,4.5 bar,None,XX104526,SUP-04,WO14526,SEN-005,0.989,Human,TL-018,A,Dimension,V2,2026-03-01
M11527,TRIM-1,STN-05,2026-03-10 11:27,114-ABC,60 nm,85C,5 bar,None,XX104527,SUP-06,WO14527,SEN-009,0.993,Human,TL-028,A,Weld,V2,2026-01-01
M11528,GA-1,STN-01,2026-03-10 11:28,117-ABC,60 nm,104F,5 bar, ok ,XX104528,SUP-09,WO14528,SEN-004,0.991,Automated,TL-026,A,Paint,V2,2026-03-01
M11529,PAINT-1,STN-05,2026-03-10 11:29,122-ABC,50Nm,,65 psi,OK,XX104529,SUP-04,WO14529,SEN-003,0.999,Human,TL-012,C,Paint,v1,2026-03-01
M11530,GA-1, stn-05 ,2026-03-10 11:30,105-ABC,45,40 C,4.5 bar,na,XX104530,SUP-16,WO14530,SEN-010,1.03,Human,TL-005,C,NA,v1,2025-12-31
M11531,PAINT-1,STN-02,2026-03-10 11:31,106-ABC,50Nm,95 F,4.5 bar,Reject,XX104531,SUP-02,WO14531,SEN-008,1.005,Automated,TL-023,A,Weld,V2,2026-01-01
M11532,GA-1,STN-04,2026-03-10 11:32,105-ABC,35 lb-ft,,5 bar,OK,XX104532,SUP-12,WO14532,SEN-006,1.025,Automated,TL-017,A,Paint,V1,2026-03-01
M11533,PAINT-1,Stn-03,2026-03-10 11:33,117-ABC,60 nm,40 C,4.5 bar, ok ,XX104533,SUP-05,WO14533,SEN-004,1.01,Automated,TL-999,B,Material,V2,2026-01-01
M11534,PAINT-1,STN-02,2026-03-10 11:34,100-ABC,60 nm,,65 psi,Reject,XX104534,SUP-19,WO14534,SEN-002,0.984,Automated,TL-020,B,Dimension,V1,2025-12-31
M11535,GA-2,Stn-03,2026-03-10 11:35,116-ABC,45.0 ,40 C,4.5 bar,reject,XX104535,SUP-12,WO14535,SEN-002,1.009,Human,TL-028,B,Dimension,V1,2025-12-31
M11536,PAINT-1,STN-01,2026-03-10 11:36,124-ABC,,40 C,65 psi,Repair,XX104536,SUP-16,WO14536,SEN-010,0.978,Human,TL-015,,Paint,V1,2026-01-01
M11537,GA-2,Stn-03,2026-03-10 11:37,132-ABC,45,85 C,65 psi,OK,XX104537,SUP-02,WO14537,SEN-001,1.0,Automated,TL-027,A,Weld,V2,2025-12-31
M11538,PAINT-1,Stn-03,2026-03-10 11:38,132-ABC,45.0 ,85 C,4.5 bar,OK,XX104538,SUP-12,WO14538,SEN-007,0.994,Human,TL-002,,Material,v1,2026-03-01
M11539,GA-2,STN-05,2026-03-10 11:39,107-ABC,50Nm,40 C,4.5 bar,reject,XX104539,SUP-16,WO14539,SEN-009,0.99,Human,TL-008,A,NA,V2,2025-12-31
M11540,PAINT-1, stn-05 ,2026-03-10 11:40,116-ABC,35 lb-ft,95 F,5 bar,OK,XX104540,SUP-09,WO14540,SEN-004,1.027,Human,TL-020,C,Paint,v1,2026-01-01
M11541,TRIM-1, stn-05 ,2026-03-10 11:41,104-ABC,35 lb-ft,,4.5 bar,OK,XX104541,SUP-02,WO14541,SEN-006,0.983,Human,TL-009,,Weld,V2,2025-12-31
M11542,GA-2,STN-05,2026-03-10 11:42,116-ABC,,104F,65 psi,OK,XX104542,SUP-06,WO14542,SEN-008,1.017,Automated,TL-012,B,Material,v1,2026-01-01
M11543,GA-1, stn-05 ,2026-03-10 11:43,137-ABC,,,65 psi,Repair,XX104543,SUP-07,WO14543,SEN-001,1.028,Human,TL-019,A,Material,V1,2025-12-31
M11544,TRIM-1, stn-05 ,2026-03-10 11:44,110-ABC,50Nm,40 C,65 psi, ok ,XX104544,SUP-19,WO14544,SEN-002,0.974,Automated,TL-016,,NA,v1,2026-01-01
M11545,GA-1,STN-04,2026-03-10 11:45,105-ABC,,40 C,5 bar,na,XX104545,SUP-01,WO14545,SEN-007,0.998,Automated,TL-001,B,Paint,V1,2025-12-31
M11546,TRIM-1,STN-04,2026-03-10 11:46,121-ABC,,40 C,65 psi,reject,XX104546,SUP-06,WO14546,SEN-003,1.012,Human,TL-017,A,NA,V2,2026-01-01
M11547,PAINT-1,STN-02,2026-03-10 11:47,109-ABC,,40 C,5 bar, ok ,XX104547,SUP-16,WO14547,SEN-005,1.03,Human,TL-007,A,Paint,v1,2026-03-01
M11548,GA-1,STN-02,2026-03-10 11:48,112-ABC,45,85 C,65 psi,reject,XX104548,SUP-07,WO14548,SEN-002,1.027,Human,TL-014,C,NA,V1,2026-01-01
M11549,TRIM-1,STN-04,2026-03-10 11:49,131-ABC,60 nm,104F,65 psi,None,XX104549,SUP-12,WO14549,SEN-005,0.983,Automated,TL-022,A,Paint,V1,2025-12-31
M11550,TRIM-1,Stn-03,2026-03-10 11:50,125-ABC,45,,65 psi,na,XX104550,SUP-15,WO14550,SEN-005,0.979,Human,TL-017,A,Weld,v1,2026-03-01
M11551,PAINT-1,STN-03,2026-03-10 11:51,103-ABC,60 nm,,65 psi,Reject,XX104551,SUP-11,WO14551,SEN-006,0.991,Automated,TL-027,B,Dimension,v1,2026-03-01
M11552,TRIM-1,STN-05,2026-03-10 11:52,123-ABC,60 nm,85C,65 psi,Reject,XX104552,SUP-01,WO14552,SEN-009,0.975,Human,TL-011,C,Dimension,v1,2026-03-01
M11553,GA-2,STN-01,2026/03/10 11:53,106-ABC,,85C,5 bar,Reject,XX104553,SUP-03,WO14553,SEN-003,0.991,Automated,TL-022,A,Material,V1,2025-12-31
M11554,TRIM-1,STN-03,2026-03-10 11:54,117-ABC,35 lb-ft,95 F,4.5 bar,Repair,XX104554,SUP-13,WO14554,SEN-005,1.018,Automated,TL-011,C,Dimension,v1,2025-12-31
M11555,GA-1,STN-02,2026-03-10 11:55,133-ABC,,,65 psi,None,XX104555,SUP-18,WO14555,SEN-007,0.97,Automated,TL-005,B,Paint,V1,2026-03-01
M11556,GA-1,STN-03,2026-03-10 11:56,118-ABC,50Nm,95 F,4.5 bar,Repair,XX104556,SUP-17,WO14556,SEN-010,0.994,Human,TL-002,C,Material,V2,2026-03-01
M11557,GA-1,STN-03,2026-03-10 11:57,100-ABC,45.0 ,85 C,5 bar,Repair,XX104557,SUP-18,WO14557,SEN-006,1.02,Human,TL-010,C,Weld,v1,2026-03-01
M11558,TRIM-1,STN-02,2026-03-10 11:58,120-ABC,50Nm,85C,5 bar,OK,XX104558,SUP-18,WO14558,SEN-002,1.016,Human,TL-016,C,Material,V2,2025-12-31
M11559,TRIM-1,STN-04,2026-03-10 11:59,112-ABC,45,,65 psi,OK,XX104559,SUP-04,WO14559,SEN-002,0.977,Human,TL-020,,Dimension,V2,2026-03-01
M11560,PAINT-1,Stn-03,2026-03-10 12:00,148-ABC,50Nm,104F,5 bar,reject,XX104560,SUP-06,WO14560,SEN-006,1.014,Automated,TL-027,C,Weld,V2,2026-01-01
M11561,GA-1,Stn-03,2026-03-10 12:01,124-ABC,35 lb-ft,104F,65 psi,Repair,XX104561,SUP-19,WO14561,SEN-005,1.005,Human,TL-999,B,Dimension,v1,2026-01-01
M11562,PAINT-1,STN-03,2026-03-10 12:02,134-ABC,,104F,4.5 bar,na,XX104562,SUP-06,WO14562,SEN-009,1.022,Automated,TL-016,A,Paint,V1,2026-01-01
M11563,GA-2,STN-01,2026-03-10 12:03,143-ABC,,40 C,5 bar,Repair,XX104563,SUP-03,WO14563,SEN-007,0.984,Human,TL-006,,Paint,V2,2026-03-01
M11564,GA-2,STN-03,2026-03-10 12:04,135-ABC,45.0 ,95 F,65 psi, ok ,XX104564,SUP-19,WO14564,SEN-002,0.979,Automated,TL-030,A,Weld,V2,2026-01-01
M11565,GA-1,STN-04,2026-03-10 12:05,143-ABC,50Nm,95 F,4.5 bar,Repair,XX104565,SUP-15,WO14565,SEN-009,0.997,Human,TL-024,A,Material,V1,2026-03-01
M11566,PAINT-1,STN-05,2026-03-10 12:06,139-ABC,45,40 C,4.5 bar,Reject,XX104566,SUP-18,WO14566,SEN-002,1.019,Automated,TL-009,B,Paint,V1,2026-03-01
M11567,TRIM-1,Stn-03,2026-03-10 12:07,131-ABC,45,95 F,5 bar,na,XX104567,SUP-16,WO14567,SEN-005,0.999,Automated,TL-018,B,Weld,v1,2026-03-01
M11568,GA-1,STN-01,2026-03-10 12:08,100-ABC,60 nm,104F,5 bar,na,XX104568,SUP-09,WO14568,SEN-008,1.017,Human,TL-008,A,Material,V2,2026-03-01
M11569,GA-1, stn-05 ,2026-03-10 12:09,129-ABC,60 nm,85 C,4.5 bar,reject,XX104569,SUP-17,WO14569,SEN-007,0.994,Human,TL-014,,NA,V1,2026-03-01
M11570,TRIM-1,STN-04,2026-03-10 12:10,129-ABC,50Nm,40 C,5 bar,na,XX104570,SUP-18,WO14570,SEN-004,0.986,Automated,TL-026,B,Dimension,v1,2026-01-01
M11571,GA-1,STN-05,2026-03-10 12:11,115-ABC,35 lb-ft,40 C,5 bar,Repair,XX104571,SUP-06,WO14571,SEN-004,0.992,Automated,TL-027,A,Dimension,V1,2025-12-31
M11572,GA-2,STN-02,2026-03-10 12:12,112-ABC,45.0 ,40 C,65 psi,OK,XX104572,SUP-13,WO14572,SEN-006,1.01,Human,TL-012,,Dimension,V1,2026-01-01
M11573,PAINT-1,STN-05,2026-03-10 12:13,123-ABC,60 nm,40 C,65 psi,na,XX104573,SUP-20,WO14573,SEN-007,0.989,Automated,TL-001,,Material,V1,2026-01-01
M11574,GA-1,STN-05,2026-03-10 12:14,135-ABC,50Nm,40 C,4.5 bar,None,XX104574,SUP-17,WO14574,SEN-001,1.001,Automated,TL-019,C,Dimension,V1,2026-01-01
M11575,GA-1,STN-03,2026-03-10 12:15,101-ABC,50Nm,40 C,65 psi,Repair,XX104575,SUP-01,WO14575,SEN-008,0.992,Human,TL-009,,Paint,v1,2025-12-31
M11576,GA-1, stn-05 ,2026-03-10 12:16,129-ABC,60 nm,40 C,4.5 bar,na,XX104576,SUP-13,WO14576,SEN-007,1.026,Human,TL-025,C,NA,V1,2025-12-31
M11577,GA-1, stn-05 ,2026-03-10 12:17,146-ABC,45,95 F,65 psi,reject,XX104577,SUP-07,WO14577,SEN-002,0.983,Human,TL-005,C,Dimension,V2,2026-01-01
M11578,GA-1,STN-05,2026-03-10 12:18,135-ABC,35 lb-ft,95 F,4.5 bar,None,XX104578,SUP-02,WO14578,SEN-003,1.004,Human,TL-004,C,Weld,v1,2025-12-31
M11579,GA-2,STN-03,2026-03-10 12:19,101-ABC,45,40 C,4.5 bar,reject,XX104579,SUP-03,WO14579,SEN-010,1.026,Human,TL-013,B,Paint,v1,2025-12-31
M11580,GA-1,STN-01,2026-03-10 12:20,124-ABC,60 nm,85C,4.5 bar,reject,XX104580,SUP-04,WO14580,SEN-009,1.015,Human,TL-021,B,Dimension,V2,2026-03-01
M11581,TRIM-1,STN-02,2026-03-10 12:21,125-ABC,45,,4.5 bar, ok ,XX104581,SUP-12,WO14581,SEN-009,1.008,Human,TL-030,A,Weld,v1,2026-03-01
M11582,TRIM-1,STN-05,2026-03-10 12:22,119-ABC,60 nm,104F,4.5 bar, ok ,XX104582,SUP-12,WO14582,SEN-010,1.026,Human,TL-013,C,Material,V2,2026-03-01
M11583,GA-2,STN-05,2026-03-10 12:23,104-ABC,,85C,5 bar,Reject,XX104583,SUP-15,WO14583,SEN-003,0.979,Human,TL-019,B,NA,v1,2026-03-01
M11584,TRIM-1,STN-02,2026-03-10 12:24,146-ABC,60 nm,,5 bar,na,XX104584,SUP-20,WO14584,SEN-008,1.011,Human,TL-028,A,Weld,v1,2026-01-01
M11585,GA-1,Stn-03,2026-03-10 12:25,109-ABC,35 lb-ft,40 C,5 bar,Repair,XX104585,SUP-01,WO14585,SEN-009,1.001,Human,TL-022,B,Weld,V2,2026-03-01
M11586,PAINT-1,STN-01,2026-03-10 12:26,120-ABC,50Nm,,5 bar,Repair,XX104586,SUP-07,WO14586,SEN-010,1.003,Automated,TL-006,A,Paint,V2,2026-03-01
M11587,PAINT-1,STN-04,2026-03-10 12:27,121-ABC,50Nm,40 C,4.5 bar,na,XX104587,SUP-18,WO14587,SEN-004,1.028,Human,TL-011,C,Paint,V2,2026-03-01
M11588,GA-1, stn-05 ,2026-03-10 12:28,127-ABC,45,85 C,65 psi, ok ,XX104588,SUP-16,WO14588,SEN-010,1.02,Human,TL-025,A,Paint,v1,2026-01-01
M11589,GA-1, stn-05 ,2026-03-10 12:29,147-ABC,60 nm,95 F,5 bar,na,XX104589,SUP-04,WO14589,SEN-004,0.983,Automated,TL-025,A,Weld,V1,2025-12-31
M11590,TRIM-1, stn-05 ,2026-03-10 12:30,107-ABC,,104F,5 bar,OK,XX104590,SUP-15,WO14590,SEN-008,0.998,Human,TL-023,A,Paint,V2,2026-01-01
M11591,GA-2, stn-05 ,2026-03-10 12:31,124-ABC,35 lb-ft,40 C,5 bar, ok ,XX104591,SUP-02,WO14591,SEN-004,1.013,Human,TL-013,,Dimension,V2,2026-01-01
M11592,PAINT-1,STN-01,2026-03-10 12:32,134-ABC,50Nm,85 C,5 bar, ok ,XX104592,SUP-10,WO14592,SEN-002,0.993,Human,TL-010,,Material,V1,2025-12-31
M11593,PAINT-1,STN-04,2026-03-10 12:33,134-ABC,,,5 bar,Reject,XX104593,SUP-10,WO14593,SEN-001,0.99,Human,TL-999,C,Paint,V1,2025-12-31
M11594,GA-2,STN-03,2026-03-10 12:34,105-ABC,35 lb-ft,85C,65 psi,Repair,XX104594,SUP-08,WO14594,SEN-007,0.994,Human,TL-025,B,Paint,V1,2026-03-01
M11595,GA-2,STN-01,2026-03-10 12:35,116-ABC,45.0 ,40 C,4.5 bar,Repair,XX104595,SUP-04,WO14595,SEN-003,0.99,Human,TL-021,C,Material,V2,2026-01-01
M11596,TRIM-1,STN-01,2026-03-10 12:36,135-ABC,35 lb-ft,85C,4.5 bar,Reject,XX104596,SUP-10,WO14596,SEN-004,1.023,Automated,TL-021,B,Paint,V2,2025-12-31
M11597,TRIM-1, stn-05 ,2026-03-10 12:37,100-ABC,60 nm,,65 psi,na,XX104597,SUP-13,WO14597,SEN-001,1.01,Human,TL-025,C,Material,V2,2026-01-01
M11598,GA-2,STN-01,2026-03-10 12:38,126-ABC,50Nm,104F,4.5 bar, ok ,XX104598,SUP-16,WO14598,SEN-006,0.999,Human,TL-030,B,Weld,v1,2025-12-31
M11599,GA-1,Stn-03,2026-03-10 12:39,100-ABC,,85 C,65 psi,None,XX104599,SUP-15,WO14599,SEN-010,1.026,Automated,TL-030,A,Material,v1,2026-03-01
M11600,TRIM-1,Stn-03,2026-03-10 12:40,123-ABC,50Nm,85 C,4.5 bar,na,XX104600,SUP-10,WO14600,SEN-002,1.019,Human,TL-008,B,Dimension,v1,2026-03-01
M11601,TRIM-1,STN-03,2026-03-10 12:41,100-ABC,60 nm,85C,65 psi,na,XX104601,SUP-11,WO14601,SEN-007,1.023,Automated,TL-006,A,Dimension,V1,2025-12-31
M11602,GA-1,STN-04,2026-03-10 12:42,137-ABC,45,85 C,5 bar,reject,XX104602,SUP-11,WO14602,SEN-008,0.988,Automated,TL-009,A,NA,v1,2026-01-01
M11603,GA-1,STN-02,2026-03-10 12:43,131-ABC,,85 C,5 bar,OK,XX104603,SUP-19,WO14603,SEN-006,1.012,Automated,TL-019,,Weld,V1,2026-01-01
M11604,GA-1,STN-03,2026-03-10 12:44,141-ABC,35 lb-ft,95 F,65 psi,OK,XX104604,SUP-15,WO14604,SEN-004,0.989,Automated,TL-015,,Weld,V2,2026-01-01
M11605,PAINT-1,STN-03,2026-03-10 12:45,126-ABC,,95 F,65 psi, ok ,XX104605,SUP-06,WO14605,SEN-010,1.028,Human,TL-004,A,Weld,V1,2026-01-01
M11606,GA-1,Stn-03,2026-03-10 12:46,122-ABC,50Nm,,65 psi,None,XX104606,SUP-05,WO14606,SEN-005,1.029,Human,TL-014,B,Paint,V2,2026-03-01
M11607,PAINT-1,STN-01,2026-03-10 12:47,139-ABC,45,85C,4.5 bar,None,XX104607,SUP-18,WO14607,SEN-002,1.011,Automated,TL-027,A,Weld,V1,2026-03-01
M11608,GA-1,STN-01,2026-03-10 12:48,132-ABC,35 lb-ft,40 C,65 psi,None,XX104608,SUP-05,WO14608,SEN-003,1.005,Automated,TL-016,,Weld,V2,2026-03-01
M11609,GA-1,STN-05,2026-03-10 12:49,105-ABC,,85 C,65 psi,None,XX104609,SUP-11,WO14609,SEN-008,1.009,Automated,TL-019,C,Material,V1,2026-01-01
M11610,GA-1,Stn-03,2026-03-10 12:50,149-ABC,50Nm,40 C,4.5 bar,na,XX104610,SUP-07,WO14610,SEN-004,0.998,Human,TL-026,,NA,V1,2026-03-01
M11611,TRIM-1,STN-05,2026-03-10 12:51,113-ABC,50Nm,104F,4.5 bar,None,XX104611,SUP-19,WO14611,SEN-007,0.982,Human,TL-013,C,Material,V2,2026-01-01
M11612,GA-2, stn-05 ,2026-03-10 12:52,102-ABC,50Nm,85C,65 psi,na,XX104612,SUP-20,WO14612,SEN-005,1.018,Automated,TL-009,,Paint,V1,2026-03-01
M11613,GA-1,STN-04,2026-03-10 12:53,112-ABC,35 lb-ft,95 F,4.5 bar,reject,XX104613,SUP-06,WO14613,SEN-009,1.011,Automated,TL-001,C,Dimension,V2,2026-03-01
M11614,PAINT-1,STN-01,2026-03-10 12:54,127-ABC,60 nm,104F,5 bar,Reject,XX104614,SUP-12,WO14614,SEN-008,0.998,Automated,TL-002,,Material,V2,2026-03-01
M11615,GA-1,STN-04,2026-03-10 12:55,141-ABC,50Nm,95 F,65 psi,Reject,XX104615,SUP-18,WO14615,SEN-001,1.016,Automated,TL-025,A,Weld,V1,2025-12-31
M11616,GA-2,STN-05,2026-03-10 12:56,113-ABC,60 nm,95 F,4.5 bar,None,XX104616,SUP-18,WO14616,SEN-004,1.024,Human,TL-027,A,Paint,v1,2026-01-01
M11617,GA-1,STN-01,2026-03-10 12:57,107-ABC,60 nm,,4.5 bar,na,XX104617,SUP-12,WO14617,SEN-009,0.983,Human,TL-009,A,NA,V1,2026-03-01
M11618,GA-2,STN-01,2026-03-10 12:58,145-ABC,60 nm,95 F,5 bar,None,XX104618,SUP-16,WO14618,SEN-003,1.009,Automated,TL-014,B,Material,V1,2026-03-01
M11619,TRIM-1,STN-04,2026-03-10 12:59,139-ABC,35 lb-ft,85 C,65 psi,Repair,XX104619,SUP-12,WO14619,SEN-008,1.006,Human,TL-002,A,Material,v1,2026-01-01
M11620,TRIM-1,STN-01,2026-03-10 13:00,141-ABC,35 lb-ft,95 F,4.5 bar, ok ,XX104620,SUP-03,WO14620,SEN-006,1.001,Human,TL-020,B,Material,V1,2025-12-31
M11621,GA-2,STN-05,2026-03-10 13:01,121-ABC,45,,5 bar,Repair,XX104621,SUP-04,WO14621,SEN-007,1.022,Automated,TL-002,A,Weld,V1,2026-03-01
M11622,PAINT-1,STN-04,2026-03-10 13:02,142-ABC,45,95 F,5 bar,OK,XX104622,SUP-04,WO14622,SEN-001,1.02,Automated,TL-001,A,Weld,V1,2026-01-01
M11623,PAINT-1, stn-05 ,2026-03-10 13:03,127-ABC,45.0 ,85C,65 psi,None,XX104623,SUP-12,WO14623,SEN-008,0.997,Automated,TL-012,,Paint,V1,2026-03-01
M11624,GA-1,STN-05,2026-03-10 13:04,114-ABC,50Nm,40 C,4.5 bar,OK,XX104624,SUP-14,WO14624,SEN-002,0.992,Human,TL-003,B,NA,V1,2025-12-31
M11625,GA-2,STN-05,2026-03-10 13:05,142-ABC,45.0 ,85 C,5 bar,OK,XX104625,SUP-14,WO14625,SEN-001,0.979,Human,TL-010,C,Weld,V2,2026-03-01
